frame,camera,status,num_used_markers,rmse,used_ids,out_dir
moving_0019.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0019
moving_0020.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0020
moving_0021.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0021
moving_0022.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0022
moving_0023.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0023
moving_0024.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0024
moving_0025.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0025
moving_0026.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0026
moving_0027.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0027
moving_0028.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0028
moving_0029.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0029
moving_0030.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0030
moving_0031.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0031
moving_0032.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0032
moving_0033.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0033
moving_0034.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0034
moving_0035.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0035
moving_0036.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0036
moving_0037.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0037
moving_0038.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0038
moving_0039.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0039
moving_0040.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0040
moving_0041.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0041
moving_0042.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0042
moving_0043.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0043
moving_0044.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0044
moving_0045.jpg,moving_calib_camera,no_observation_file,0,,"[]",results/beintelli_bus_model/colmap_anchor_scans/F3_front_near_left_seat/F3_front_near_left_seat_moving_0045
