initialized_type,initialized_id,from_type,from_id,observed_marker_id,quality
moving,moving_frame_000116,marker,12,12,4707.654774735613
moving,moving_frame_000117,marker,12,12,5072.90583704708
moving,moving_frame_000118,marker,12,12,5639.406029857951
marker,13,static,cam_edge_5,13,741.2206453136474
marker,9,static,cam_edge_5,9,292.85431463876324
marker,10,static,cam_edge_5,10,125.53704690346022
moving,moving_frame_000128,marker,13,13,4747.02623858197
moving,moving_frame_000122,marker,9,9,1521.0385976956568
moving,moving_frame_000124,marker,9,9,1274.5811739786147
moving,moving_frame_000125,marker,9,9,1201.6248550406824
moving,moving_frame_000126,marker,9,9,1144.5377188914613
moving,moving_frame_000127,marker,9,9,1187.2592632630226
moving,moving_frame_000139,marker,9,9,1697.7632892513495
moving,moving_frame_000140,marker,9,9,2359.504180280929
moving,moving_frame_000141,marker,9,9,3196.709309312996
moving,moving_frame_000142,marker,9,9,4533.988096703235
moving,moving_frame_000143,marker,9,9,6298.302336842767
moving,moving_frame_000144,marker,9,9,9117.466517869103
