method,target_id,target_pattern,square_size_m,resolution,group,scenario,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image,source_csv
charuco,target_charuco_current,,,res320x240,yaw,yaw_40deg,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/binary_60,3,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/binary_60,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_40deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_40deg_camera_2_not_enough_charuco_corners_binary_60.png,results/charuco/target_charuco_current/res320x240/yaw/summary.csv
charuco,target_charuco_current,,,res320x240,yaw,yaw_45deg,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/binary_80,1,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/binary_80,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_45deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_45deg_camera_2_not_enough_charuco_corners_binary_80.png,results/charuco/target_charuco_current/res320x240/yaw/summary.csv
charuco,target_charuco_current,,,res320x240,yaw,yaw_50deg,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/adaptive,1,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/adaptive,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_50deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_50deg_camera_2_not_enough_charuco_corners_adaptive.png,results/charuco/target_charuco_current/res320x240/yaw/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_left_0_6m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,4,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_6m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_6m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_left_0_4m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,4,4,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_4m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_4m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_left_0_2m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,5,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_2m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_left_0_2m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_right_0_2m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,4,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_2m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_2m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_right_0_4m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,2,4,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_4m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_4m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,shift,shift_right_0_6m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,2,2,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_6m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/debug_images/shift_right_0_6m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/shift/summary.csv
charuco,target_charuco_current,,,res320x240,height,height_0_6m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,5,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/height/debug_images/height_0_6m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/debug_images/height_0_6m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/summary.csv
charuco,target_charuco_current,,,res320x240,height,height_0_8m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,2,7,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/height/debug_images/height_0_8m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/debug_images/height_0_8m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/summary.csv
charuco,target_charuco_current,,,res320x240,height,height_1_0m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,5,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_0m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_0m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/summary.csv
charuco,target_charuco_current,,,res320x240,height,height_1_2m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,3,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_2m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_2m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/summary.csv
charuco,target_charuco_current,,,res320x240,height,height_1_4m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,1,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_4m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/debug_images/height_1_4m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/height/summary.csv
charuco,target_charuco_current,,,res320x240,mixed,far_2_4m_yaw_20deg,false,failure,not_enough_charuco_corners/binary_60,not_enough_charuco_corners/gray,4,1,,,,camera_1:not_enough_charuco_corners/binary_60;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/mixed/debug_images/far_2_4m_yaw_20deg_camera_1_not_enough_charuco_corners_binary_60.png,results/charuco/target_charuco_current/res320x240/mixed/debug_images/far_2_4m_yaw_20deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/mixed/summary.csv
charuco,target_charuco_current,,,res320x240,mixed,far_2_4m_yaw_30deg,false,failure,not_enough_charuco_corners/binary_80,not_enough_charuco_corners/adaptive,1,1,,,,camera_1:not_enough_charuco_corners/binary_80;camera_2:not_enough_charuco_corners/adaptive,results/charuco/target_charuco_current/res320x240/mixed/debug_images/far_2_4m_yaw_30deg_camera_1_not_enough_charuco_corners_binary_80.png,results/charuco/target_charuco_current/res320x240/mixed/debug_images/far_2_4m_yaw_30deg_camera_2_not_enough_charuco_corners_adaptive.png,results/charuco/target_charuco_current/res320x240/mixed/summary.csv
charuco,target_charuco_current,,,res320x240,mixed,close_1_4m_yaw_10deg,false,failure,charuco/gray,not_enough_charuco_corners/gray,15,6,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/mixed/debug_images/close_1_4m_yaw_10deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res320x240/mixed/debug_images/close_1_4m_yaw_10deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/mixed/summary.csv
charuco,target_charuco_current,,,res320x240,mixed,shift_left_0_2m_yaw_20deg,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/binary_60,5,12,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/binary_60,results/charuco/target_charuco_current/res320x240/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_2_not_enough_charuco_corners_binary_60.png,results/charuco/target_charuco_current/res320x240/mixed/summary.csv
charuco,target_charuco_current,,,res320x240,mixed,shift_right_0_2m_yaw_20deg,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,1,6,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/mixed/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_1_2m,true,pose_outlier,charuco/gray,charuco/gray,20,20,0.830362,13.036,10.688,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_2m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_1_4m,true,valid,charuco/gray,charuco/gray,24,24,0.732573,3.257,4.728,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_4m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_1_6m,true,pose_outlier,charuco/gray,charuco/gray,24,20,0.847136,14.714,6.812,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_6m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_1_8m,true,valid,charuco/gray,charuco/gray,24,24,0.771684,7.168,6.634,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_8m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_1_8m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_2_0m,true,valid,charuco/gray,charuco/gray,22,22,0.613928,8.607,2.190,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_0m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_0m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_2_2m,true,valid,charuco/gray,charuco/gray,20,24,0.626751,7.325,2.141,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_2m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_2_4m,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,11,7,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_4m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_4m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_2_6m,false,failure,charuco/gray,not_enough_charuco_corners/gray,20,14,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_6m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,distance,dist_2_8m,true,valid,charuco/gray,charuco/gray,20,16,0.647958,5.204,1.389,,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_8m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/debug_images/dist_2_8m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/distance/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_0deg,true,valid,charuco/gray,charuco/gray,24,24,0.771684,7.168,6.634,,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_0deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_0deg_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_10deg,true,pose_outlier,charuco/gray,charuco/gray,24,22,0.938040,23.804,14.046,,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_10deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_10deg_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_20deg,true,pose_outlier,charuco/gray,charuco/gray,24,20,0.559829,14.017,3.959,,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_20deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_20deg_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_30deg,true,valid,charuco/gray,charuco/gray,22,15,0.694183,0.582,1.092,,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_30deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_30deg_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_35deg,false,failure,charuco/gray,not_enough_charuco_corners/gray,16,11,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_35deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_35deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_40deg,false,failure,charuco/gray,not_enough_charuco_corners/gray,24,9,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_40deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_40deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_45deg,false,failure,charuco/gray,not_enough_charuco_corners/gray,22,13,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_45deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_45deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,yaw,yaw_50deg,false,failure,charuco/gray,not_enough_charuco_corners/gray,24,4,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_50deg_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/yaw/debug_images/yaw_50deg_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/yaw/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_left_0_6m,false,failure,charuco/gray,not_enough_charuco_corners/gray,24,12,,,,camera_1:charuco/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_6m_camera_2_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_left_0_4m,true,pose_outlier,charuco/gray,charuco/gray,24,16,0.819605,11.960,5.274,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_4m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_left_0_2m,true,valid,charuco/gray,charuco/gray,24,24,0.737609,3.761,3.715,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_left_0_2m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_right_0_2m,true,valid,charuco/gray,charuco/gray,24,24,0.728369,2.837,3.963,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_2m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_2m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_right_0_4m,true,valid,charuco/gray,charuco/gray,16,24,0.648909,5.109,3.222,,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_4m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_4m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,shift,shift_right_0_6m,false,failure,not_enough_charuco_corners/gray,charuco/gray,12,24,,,,camera_1:not_enough_charuco_corners/gray;camera_2:charuco/gray,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_6m_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res640x480/shift/debug_images/shift_right_0_6m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/shift/summary.csv
charuco,target_charuco_current,,,res640x480,height,height_0_6m,true,valid,charuco/gray,charuco/gray,24,24,0.750055,5.005,4.131,,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_6m_camera_1_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/debug_images/height_0_6m_camera_2_charuco_gray.png,results/charuco/target_charuco_current/res640x480/height/summary.csv
