station_name,candidate_name,camera,status,detected_ids,num_used_markers,num_points,reprojection_rmse_px,tvec_xyz_m
R2_rear_table_flat,R2_rear_table_flat_cand_02,rear_static_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.918417,
R2_rear_table_flat,R2_rear_table_flat_cand_02,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_03,rear_static_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.918417,
R2_rear_table_flat,R2_rear_table_flat_cand_03,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_04,rear_static_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.918417,
R2_rear_table_flat,R2_rear_table_flat_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,1.208283,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_00,rear_static_camera,pose_valid,"[1, 2, 4, 5]",4,16,0.982828,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_00,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_01,rear_static_camera,pose_valid,"[1, 2, 4, 5]",4,16,0.982828,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_01,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_02,rear_static_camera,pose_valid,"[1, 2, 4, 5]",4,16,0.982828,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_02,moving_calib_camera,pose_valid,"[1, 4, 5]",3,12,1.446450,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_03,rear_static_camera,pose_valid,"[1, 2, 4, 5]",4,16,0.982828,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_03,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_04,rear_static_camera,pose_valid,"[1, 2, 4, 5]",4,16,0.982828,
R3_rear_right_seat_angled,R3_rear_right_seat_angled_cand_04,moving_calib_camera,failed_not_enough_markers,[],0,0,,
