initialized_type,initialized_id,from_type,from_id,observed_marker_id,quality
moving,moving_frame_000128,marker,13,13,2080.2858775176555
moving,moving_frame_000122,marker,9,9,664.8335412694762
moving,moving_frame_000123,marker,9,9,603.41843556019
moving,moving_frame_000124,marker,9,9,547.464769078341
moving,moving_frame_000125,marker,9,9,520.5614334869264
moving,moving_frame_000126,marker,9,9,505.9454247006727
moving,moving_frame_000127,marker,9,9,514.8418797310561
moving,moving_frame_000137,marker,9,9,549.4788542185729
moving,moving_frame_000140,marker,9,9,965.6744756729889
moving,moving_frame_000141,marker,9,9,1382.362813462514
moving,moving_frame_000142,marker,9,9,1943.086161366123
moving,moving_frame_000143,marker,9,9,2840.4247335889213
moving,moving_frame_000144,marker,9,9,4089.4851647063674
moving,moving_frame_000119,marker,10,10,332.1345581188502
