output_frame,source_frame,source_time_s,output_path
245,2579,81.66833333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000245.png
246,2589,81.985,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000246.png
247,2600,82.33333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000247.png
248,2611,82.68166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000248.png
249,2621,82.99833333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000249.png
250,2632,83.34666666666666,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000250.png
251,2642,83.66333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000251.png
252,2653,84.01166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000252.png
253,2663,84.32833333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000253.png
254,2674,84.67666666666668,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000254.png
255,2684,84.99333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000255.png
256,2695,85.34166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000256.png
257,2705,85.65833333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000257.png
258,2716,86.00666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000258.png
259,2726,86.32333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000259.png
260,2737,86.67166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000260.png
261,2747,86.98833333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000261.png
262,2758,87.33666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000262.png
