output_frame,source_frame,source_time_s,output_path
70,737,23.338333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000070.png
71,747,23.655,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000071.png
72,758,24.003333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000072.png
73,768,24.32,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000073.png
74,779,24.668333333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000074.png
75,789,24.985,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000075.png
76,800,25.333333333333336,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000076.png
77,811,25.68166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000077.png
78,821,25.998333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000078.png
79,832,26.346666666666668,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000079.png
80,842,26.663333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000080.png
81,853,27.011666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000081.png
82,863,27.328333333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000082.png
83,874,27.67666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000083.png
84,884,27.993333333333336,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000084.png
85,895,28.34166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000085.png
86,905,28.658333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000086.png
87,916,29.006666666666668,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000087.png
88,926,29.323333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000088.png
89,937,29.671666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000089.png
90,947,29.988333333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000090.png
91,958,30.33666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000091.png
92,968,30.653333333333336,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000092.png
93,979,31.00166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000093.png
94,989,31.318333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000094.png
95,1000,31.666666666666668,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000095.png
96,1011,32.015,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000096.png
97,1021,32.33166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000097.png
98,1032,32.68,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000098.png
99,1042,32.99666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000099.png
100,1053,33.345,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000100.png
101,1063,33.66166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000101.png
102,1074,34.01,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000102.png
103,1084,34.32666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000103.png
104,1095,34.675000000000004,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000104.png
105,1105,34.99166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000105.png
106,1116,35.34,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000106.png
107,1126,35.656666666666666,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000107.png
108,1137,36.005,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000108.png
109,1147,36.321666666666665,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000109.png
110,1158,36.67,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000110.png
111,1168,36.98666666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000111.png
112,1179,37.335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000112.png
113,1189,37.65166666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000113.png
114,1200,38.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000114.png
115,1211,38.348333333333336,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000115.png
116,1221,38.665,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000116.png
117,1232,39.013333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000117.png
118,1242,39.33,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000118.png
119,1253,39.678333333333335,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000119.png
120,1263,39.995000000000005,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000120.png
121,1274,40.343333333333334,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000121.png
122,1284,40.660000000000004,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/results/real_vehicle_data/real_1x_4k_3hz_IMG_4318_v1/00_shared_input/raw_images/moving/frame_000122.png
