method,label,from_camera,to_camera,pair,transform_convention,baseline_m,direction_x,direction_y,direction_z,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_front_narrow,camera_back_right-camera_front_narrow,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,10.512716776377333,-0.6716160906067782,-0.29805977747683116,0.6783009626180179,-7.060509743006836,-3.1334180230439777,7.130785909147331,-15.75653753555201,-65.51424869703284,7.924441351880131,-0.16503632613134797,-1.148760147957822,-0.03477305703443913
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_front_right,camera_back_right-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,40.13008259978941,-0.7906199897364,-0.6091681720307148,-0.061920675173745304,-31.72764549316639,-24.44596906075531,-2.4848818093571285,-31.63642037901904,40.33555257043908,30.253338924495164,-0.7033101957783366,0.534382962540095,0.688196496920391
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_back_right,camera_front_wide,camera_back_right-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,10.899742780769191,-0.6276919676541246,-0.32618801694105826,0.7068268326447102,-6.841680992984854,-3.5553654828267183,7.7042306663731335,-37.50130575879708,-68.19924561616318,6.065989040168852,-0.511309775285781,-1.17055969140376,-0.2978455963223313
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_left,camera_center_right,camera_center_left-camera_center_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,8.443889486952841,0.8310566282586374,0.4753285153253104,-0.28880388353694464,7.017350326415583,4.013621453404291,-2.4386280759887597,36.57027182048973,21.66327547104697,-165.37458483278132,0.6543648963694851,-0.8563300652052436,-2.8223013015772467
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_left,camera_front_left,camera_center_left-camera_front_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,6.483943294817492,0.8932468347908725,0.2750132177602473,0.35563720586187586,5.791761825059226,1.7831701092827381,2.305931476335738,43.88470648476009,-38.871573075348934,-42.55367278135843,0.4540865161464515,-0.871980918994796,-0.42298677399447304
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_left,camera_front_narrow,camera_center_left-camera_front_narrow,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,15.51942135202763,0.9367730058456009,0.34993760795306467,-7.784012496218604e-05,14.538174988923322,5.430829184744265,-0.0012080336973826489,75.01727574404426,26.397763311263255,82.31189645271608,0.736432456555576,1.1852620067988473,0.9085584946794908
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_left,camera_front_right,camera_center_left-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,39.76123891415091,0.7936429507545457,-0.5809628673862425,-0.18059073463490077,31.556226977483195,-23.099803370394557,-7.1805113455003164,70.70900906245315,-23.725140214668873,-179.4202243302339,-0.48071348519936064,-1.6543635661846356,-2.3265914062868287
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_left,camera_front_wide,camera_center_left-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,15.766518681287545,0.9303503313103122,0.36423860690158183,-0.04217224529459286,14.668385878746093,5.742774800159941,-0.6649094932690391,50.20515823709705,27.092742579090558,79.29497519867593,0.3995584288027663,0.9350946673363066,1.0638591502642671
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_right,camera_front_left,camera_center_right-camera_front_left,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,5.384034334837048,-0.0233904547974511,0.8351796597089579,0.549479592553534,-0.12593501173693067,4.496635963630551,2.958416992600498,48.12091494599738,2.6655626251700637,128.64765565658098,0.39758433948367744,0.9507665454661782,2.0669923134522468
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_right,camera_front_narrow,camera_center_right-camera_front_narrow,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,8.031954794476755,-0.9954595159776933,0.01173074018102217,-0.09446026563726165,-7.995485832064544,0.09422077483972213,-0.7587005834727516,105.11149240064627,-3.4997174846851515,-98.75584528204638,1.2631551960131973,-1.544269461317615,-1.1196380550344351
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_right,camera_front_right,camera_center_right-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,36.875191252572186,-0.37840306255990536,0.534340280944219,-0.7558383335116958,-13.953685302455547,19.703900053771232,-27.871683104269223,25.89960869623377,-44.106740859446795,19.499716620908902,0.5565437182015762,-0.679246228442578,0.49231044892958037
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_center_right,camera_front_wide,camera_center_right-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,8.04203916493242,-0.9874081553327614,-0.06644231174788454,-0.14356376280924882,-7.940775056959742,-0.5343316732851369,-1.1545454031770475,81.7432182482091,-1.5226642223492235,-100.71543993673974,0.995575486127998,-1.2399066131899865,-1.4013413805980688
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_left,camera_front_narrow,camera_front_left-camera_front_narrow,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,9.753361096697274,0.16894124318862877,0.3306400591772986,-0.9285127934590417,1.6477449489436453,3.224851890189549,-9.056120557509129,139.59799048674338,31.82596157040034,142.90072253994262,0.511314045927822,2.2948151445690503,0.6035844775574316
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_left,camera_front_right,camera_front_left-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,37.05351037611359,0.5916935096641881,-0.5762034513666233,-0.5638159036906166,21.924321599821063,-21.35036056396564,-20.891358437618127,116.66015185268122,-74.12303626310587,168.0439659399635,-0.9459810804033378,-1.576949881369719,-1.1538061779381044
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_left,camera_front_wide,camera_front_left-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,10.163602705989215,0.11232763863779464,0.30951500597066633,-0.9442367090285335,1.1416534920164683,3.1457875522277323,-9.596846770976754,115.81380469973814,34.56215964653343,142.29807455990374,0.28309488122655524,2.0636689128155186,1.0078584681732563
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_narrow,camera_front_right,camera_front_narrow-camera_front_right,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,33.987548948468444,-0.5912396813301812,-0.6686120877516604,0.4509917020666255,-20.09478760948642,-22.724486059997236,15.32810254934253,73.09771429391458,52.856995514302064,119.44302811958325,-0.09282188781699112,1.4906774827563118,1.1343213391981095
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_narrow,camera_front_wide,camera_front_narrow-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,0.7448251944201728,0.7888994529778297,-0.6130356540303765,-0.04271931622614598,0.58759218844218,-0.456604400199673,-0.03181842301363602,-23.42481036558305,-2.4062820103061524,-1.3971222445743736,-0.4092713160092912,-0.03642553745557603,-0.03262549321286405
ap03_multi,aruco_mode_high_sensitivity__multi_markers_0-2-3-4-5-6-7-8-9-10-12-15-16-17-18-__65f0f9ad,camera_front_right,camera_front_wide,camera_front_right-camera_front_wide,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,34.05211535275805,0.5231438535211008,-0.3012056087499547,0.7972425539198609,17.814154846186884,-10.256688134051169,27.147795410206534,54.62783096500454,-45.19037551392412,-119.09873549722624,-0.1869960905477925,-1.2645265673989803,-1.451518412452293
