stage,key,legacy_rows,wizard_rows,legacy_cols,wizard_cols,count_equal,blob_equal,legacy_blob_sha256,wizard_blob_sha256,detail
matches,frame_0003.png|frame_0023.png,76,76,2,2,True,False,22d64be7c353375d3e3b9aa121a93debca1ffc638ac8c115a1d8bffbd73da2cb,f1bdcbf892317f8ee99f904b2c35d75b7836c47bc8d0d8c97b13143b3c143f68,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0024.png,76,75,2,2,False,False,a35db25bcde4a1af371ffb4143a9d4b7442c786739b92f92e14ad2ca760e361f,e2c3292e1bd4f8f2e7185747603468d55683614018ab9262da622e6d631ab825,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0025.png,61,62,2,2,False,False,9d323272f425eb57aa3435de93cb50cfc3172a0615d2a3ac809c676cfbda8d34,a24a1610131a68c7379ad59ab8bc321959e016eef3db67df388f24cb6f7daadd,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0026.png,66,68,2,2,False,False,dedae2c755f0690aa9588015296065d58ef422384eecdc697518f4b53801265f,bf2ec6fe9b0da9b9a455904974ff55f793b62257c23f76ac2dcf8f9bca851494,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0027.png,63,62,2,2,False,False,0e6a9ac38c073ef2e6a98d192da74d6b39d4c6ce4d543200823c92b4ede9c6e4,f61fe47be443c91835bbbc254680aa9d6deb8a5e738b47a33a7001a5f8222168,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0028.png,54,55,2,2,False,False,d2b5533fdfedf82bfeb3b64dea0681a1a2d896e78b60f2f8e3569238ab072fd7,b72b8682b16060ef57fcd023a10b8620bf5f15f6d6554f0b0a37cb931a33daa5,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0029.png,61,59,2,2,False,False,87cdda80bdcc072a791c350b5181fb73618bf7b491b3823fc3b1f6f8266d4175,9ab58498286ca3b941aaa5df3f6e0cb3a3c6cc1fc44b435c75fbb5e7ad3bbf00,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0030.png,55,54,2,2,False,False,af3346b8aa7f38e5ebc80135c3d3296ac0f6167a0feb941c5e781cc40805909d,8085cca9180cc66d64c6fd5053d936b6bdc32370147d8aac63911afa5bb9d469,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0032.png,34,35,2,2,False,False,093e3441d7442ee12d15800d7c88fb7502815f8417a165d1fdcebdbbf8fa547a,cd9374f6a4d0dd03ff717e32620be7909e1b024846377a06d3d736581804ea1b,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0036.png,26,24,2,2,False,False,acd1cbbda70fe6315adba2e0f065c3080874c545502c77a49fbbafea42d21c41,9f03b726687af4e59592ea675f6c166d5a671481aa29781e5c600ba40f11f4b5,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0038.png,21,20,2,2,False,False,d4cb6ce87b165df500224f434b01b988e8ba2cec2dcec802e59a972aba8eb98e,232a627f736bd34f6df20377c16ffd710825ba10e55d0c801e39acc0d66251d7,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0040.png,32,33,2,2,False,False,67ee5d5a0164991c8367960886efce1f9c5bfd6f50e07e0a3a555283f42b8bbe,a995a6e0815af2b379b16759794ddba8eec0100eb8d2143c1c3a398e3bc32a5b,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0042.png,25,27,2,2,False,False,e04b96f74239756cfdad0349caa130f92160cc14b069721b67eabb2b2ecad6ca,7068af1b8d9efcdb7e81cf133cbb0387502d73dd7b7080a96c12d1029243f01d,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0043.png,27,28,2,2,False,False,366175550ad7ffcefdd7c8fe54cb7f52cdca21481aa9e95724724dfef40dc860,9d4d21c122d86c872503dfbeee1a719270c01d14a5b62ecab0cd538e9cd1421a,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0044.png,32,33,2,2,False,False,28e778bbd3b94ddda16777f59b72e9b1d29aa737bbd2664785f61c06b8ddfc12,301244de029a581ce4927cdd967d317192a76c8e815e9eca93be94659cbebf7f,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0047.png,19,18,2,2,False,False,1d23cd96c39c417503fc0ff664345f0d8938c41a08c6f60b6437b8e1ec812fc7,81a4a6ea24fc174519b6a59630e791a44e2907171b4c7d4aae7e051e9d7de1d0,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0051.png,27,28,2,2,False,False,c6253d5fe45e8d2961f9c7130429a5c5a712e6ea8b86e1bb306c1c5efce70a0b,982784aa2a6be2b408608bfabbeea60c537f57e59b3c62286b0323f7c92c1dce,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0053.png,44,44,2,2,True,False,9a3fc2fe2d1f015239ae7e4c5edd3e9957d0f72ef2ec0e6e24d2ca8aaab59057,2d8c680fe0f459e8276d789a3bdc6100b3260c27ddb3d871c4b7e3d24ad20ce6,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0054.png,64,63,2,2,False,False,74fd0b6b809590c0f73273fb23cf2b76c156cd63a0a65761a3b88fbe8fb2334f,c55a5bca5e2ebd9b8e13ebcb331805b70b4e68205781ab17c753f743c5daff0e,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0055.png,53,52,2,2,False,False,3dc280e035ebed6edcb6736441cc9683e719465038b66f0a9c632af987aac9c2,c6d500dec3103d575ca7fff8d40752db860a88bcf6d7fa0d4c13b53574854862,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0056.png,47,46,2,2,False,False,1845aae7f81703cba394855f3b216fcb96c36c7fefa56961ee916c33b47acfa4,93bf2d3f5434b93ef4abcdf41e64028756fa0c9147830e44f0a3e2db58016688,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0057.png,60,61,2,2,False,False,60561300c315d65818a989c758be678b8cb25a5bddb6e82ee15d95399cdebfa8,4dc83a920ff7a5a475041ca716059e67f17dac0158855481368d9f2fbd5374a8,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0058.png,52,53,2,2,False,False,73ff0ddd73651ea130dc94033d8ac3d2487b526ea421908d29de50b93bc431a7,15b7e8072168e7fbb693c086f3b5a68fe229cd0b39dd19e8ab1512dfd1f2a09b,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0059.png,61,62,2,2,False,False,05427d3df420ba96183aef30e35aca573336958529df5d4e3bd3a4015c7037ec,c7327e980e83c3d620895eb1e6a971d87716d0b12a721f9fee2db0dae20a9183,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0060.png,52,51,2,2,False,False,6b0d93d2e439feeecff1c9154a23eee70a6bc04d6cfa304c0f237d8f5a071622,745c1b62e6131eed865ae98df51c8da613dd2ca1dd56aede274c8462ea0d5d53,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0061.png,57,56,2,2,False,False,1580d91b425c4fe61fcd62c440969bbc5d27f874331e5f91e69aceb2fb13fc96,425c0b1d61377d9f536048a0594a0a59875652982db8ee77d85753d0ae42fe3c,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0066.png,55,54,2,2,False,False,66306970bd3ac3fc80c0318b5dedfbdf6f03ae27bfd5e1daf9bb89d9b7768ec4,2b3f5f7bae1d0df83ddd16875d816ce892be733406cdf526a8d6423d2c4867d0,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0067.png,40,39,2,2,False,False,8825771b3870f5f66de99cc3014107ea603fcf98d629604b309a0934e76977c4,1cd6ab138dc49ec48fe394cf2ec2ab65457b8d6860fe7831be9a739adac21bdb,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0068.png,42,41,2,2,False,False,53805918b1cf9383c7398149b63d663e19ae90bb000ba638a5879bf53400afb1,c003f7243e0341dcb7d1858f419d992cd61638a6f07aa2f78c62cee89a2e541d,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0069.png,37,38,2,2,False,False,4ff3485f7dcb9707d61543e8fe625deeb21f15372f7b35bc104fe870020b2fab,127056c5ca991bb342a443835dbe1ba394897c7460185185e097a856b7841355,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0070.png,29,28,2,2,False,False,175794300600a71d4ae070df92d9d6518b90dc711fc2fa9117b47f5d6346e1da,ab535082a77f802be6369f51b75bcbeb65fc506e66742313e854b5e97fc2e5c9,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0071.png,35,34,2,2,False,False,0424fc12099e0b62ea2f414d02a20779e4c25315e43ac6223ea4db8e1b826e54,a2ca5e461c80d5e517847b181f0be1aeb83b11dde232d636eb311028c5b9a13a,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0073.png,34,35,2,2,False,False,dfc4692bfdfad1c0aee444878f27dff36c2e6532940435b094ad90e1a49ab274,a7bf6f178d8dea59c4f147933e4f14aed326f23950b7c05f3c64c5a3aed8dc16,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0075.png,40,41,2,2,False,False,2d63b5d4a2680b0ef348bb9e5b2c7ae7be1efbfa37584e8d47a9efd4eb20023d,4311ba11149020a68538940eaf68d50da4b0da3de836227d1682d458d278a53f,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0076.png,38,37,2,2,False,False,ed3f1c5b942e5e9453115f61725da5a558be12d3740559af0753e3e1119a2af8,f89fa9bcad4c4cf67073177f48f389584391844b3bc0596f89d297779c90768b,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0078.png,43,44,2,2,False,False,bc546514577f79290de802418c460a1aba3f71a9fc55baa33e7604072519ed30,7d338961c6b1dceb2de59672e0ad500a20f471508ca778c0ceaa7e9762017709,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0080.png,39,40,2,2,False,False,cd00c5f385958005164d40a09cf55b42f3a58a98315bb736707a3ebad1284e29,b3784125aca4acdaff0774fe57635815d13fb346a682b40a8b64344c82a13704,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0081.png,36,35,2,2,False,False,1b4d1c588171e28cc9b56853e9f189e60cc3fc72a4ceb0d3c6ca7bbec53ce08c,fd1b5d342a0439591f4d4510d70a2e6c57859ba98dd4c8c9f4b5c72c87e8c787,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0083.png,29,30,2,2,False,False,a8cbc3e027c495881358fa0e365e7258f21b579906aa8947b1ef02c65a1840ea,32010e0934b40f33eabbada75e487b58a5ae4c432a1e52864adecad23c47e6fe,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0088.png,0,15,2,2,False,False,,9f074179116db075ad55de4fcd7a4bd7bd2a9810cd22ac129cde98938f27ec5c,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0103.png,21,20,2,2,False,False,3ad503eeb4cd741b24756a8648b64a40405ff9266ac5a5685c0741f33d4da53f,337f004ae87351bf6ef16f1e98559fc7ea3400a1e5f20b31a1d0080d05cd5457,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0105.png,28,27,2,2,False,False,87adb89e12d5d9621ad1b96d22ebd281a29bed2844989b9570d25581a0165952,78fa5111f33cdbe0c478389609cec837246f57e084ed8a0d1b2a50db09f3a959,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0111.png,34,35,2,2,False,False,20970733736f726ca198e3f67e16ac42ea9bbf4ab50de5392f00f61db42ea4f1,59468526ddc0c28b699782fcdc424cc65b552b27141f937b404a06cc3eab1c56,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0114.png,25,24,2,2,False,False,32a51826d7a5735fd6896ddde37f5d271f3ddcf0468fdd8922b787ad170fd640,42ffb37b85cb80e985262d124113487ac9f5273a8d5fedd6462f0fa2144106f8,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0115.png,23,25,2,2,False,False,8d47b4de457df8a1ac46c8bb4b8bcaa778c6ab8ccb7c0ab0e2243b0ecd9d11f4,6c70f9583edda1966ee4e67e0794bf9f3343291e15047966b63a65a4e364724f,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0116.png,16,17,2,2,False,False,1fb036a697b452297473a6b98e1c2c8760dd440f0fd6db69f2652e18fe66353a,d35712ad10492aa7e7956135f0f9cb8addeac8156853940c7ea985e29784acbe,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0123.png,17,16,2,2,False,False,d8eda2ff4cf814530c888a62b4d78a2e09bbad1dc04d0595ca56052d569032d2,9bdba41ab290b925dd6677b3a485e635cbcc4208e18db851b4a59d87e094d56f,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0124.png,25,25,2,2,True,False,ab6dbcd8acb8b13b3f43373cee863b74c64a770c91c460aa5e3808cc430b931f,2ec70566640aa37fdbe45b86cfbac04e37349447633e1186e55b5cf7cb8800c8,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0134.png,29,30,2,2,False,False,b8ee37acdfdb43833af0333e63a7c13109d4d0d80d87c93203f16957b01a5c7b,86b899b3a7cf55a1e5c0f3bbccf4b4bcd99e4f43138c8cd81fdb401a129e624d,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0135.png,21,19,2,2,False,False,83c996066c9f7ebf2b61885a0c42b955ffdc143d7cccbf25c126e8cbf02ad2f9,9789ea35b3e1ae0aa7c0772364f89ea9d2107f08f3966d6db75b9b46637399f8,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0136.png,34,35,2,2,False,False,ed7b50494143333f300eeb121aa222b25b1e10f22a06122bdbd56b8b70c5e1ed,91c698f089b1a4513981de5cd2851b3bb929669aaf29c567a5dbd6f5dce0933a,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0137.png,33,34,2,2,False,False,ee9f4a2d31014b5961e018de073d6c8bbd3ffa5f5ae5d453f4065a88e98afeae,0c72de9bbe26ac2351a73f0b9ae75b4d058cd2415e36289ef6012047a9c8ca2a,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0139.png,28,27,2,2,False,False,ae80ce86295a7434c61195a8935b0bfe78092e06ae54ea6ee92cc675de2bcba0,fc4322f2a8f76bbe323d74579dc23e3bdfbbc8a3141826a1fa23ec67c7af9c68,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0140.png,32,33,2,2,False,False,39519fe4fd86c7adc6dbea82a5f325fbda833d93b89429f09f9806114c38d4c8,fb9c3fad03fc9fd0c4919a179cf766cc79a9288df1a1ea4ae061466f972d3c61,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0145.png,25,26,2,2,False,False,ac831041d19573e7ddffc6e9afc09adf404fd662697f949eae599be272a0b1e2,f354f8165ace5ab698c6c94f497a1fd1080156c579b422015c024bfdef11faf5,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0148.png,28,27,2,2,False,False,e33fd0271552eacd8fb38b5d3aefce7874500ebe38f60e0d6e07b7a140ac7c8f,843756993b8688485849ce57b121c17be4d1c47494bc60c2edd9b7c35a9eb8ad,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0150.png,25,24,2,2,False,False,f1a91cb93eb13b9811b9028a8ccd8c86583100dcd4a887bb59aa1af9dd27a8db,bbcb8a7bbf54ee1dda256eac207bf9577d9a4ec687e8e684ce1cd20f1e51d51f,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0153.png,22,22,2,2,True,False,17d91d88520302cdaf85167fe842ea039f8c9558b26098eab6a128258d49b741,15ff7770617728c0e3c6c9dec14fac1d02e089167d3670b1ea55204d2e1499d1,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0155.png,24,23,2,2,False,False,45d5f6715705aa7cd73f46182d98d46f6e7dbce76e324840a99aa796d6aec74c,88b65476c683ce4dbc2321383bf64a449bd3dcecd09ef104092899a773a1c940,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0156.png,23,24,2,2,False,False,fb7c5f8120c73a135b25b701bd86c23c80174e6a7e48122bd9c3605f539565c8,327eabf9f340736e4e540fe87e001ee283172b2c0f4d6048460d47f2a8b75745,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0160.png,38,37,2,2,False,False,8d5c761e88db3602dd5b2bb9d7f70e70efca33a3f8df9620a401724f0309066f,4684cfe97cb0d57617c135528538df0e5a740092a9b0c6e0a17f1e232fe431e3,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0164.png,20,21,2,2,False,False,1541904ed7977dbbe64136626ee173582d9195e0c49db4761c19e80fd9bbf325,2528563e1b1a385005d3464a84e357b0031776f859d2f214f782e296389c6f1e,legacy_config=None;wizard_config=None
matches,frame_0003.png|frame_0171.png,21,22,2,2,False,False,2db1a8b372db8c61175c350f4e19f8b42bd05d79c77b35814a14ebbb6c3eb96e,2c09b53eb179843624a380ed5b0560b710bb93e9ac7368d26d53b25169f93610,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0005.png,359,357,2,2,False,False,a22622249d15464dd27fdeb437f2a869418b91495f09a39885eb41c8f3c88f41,cc51c43ea755be9df397dcfbe52d436de77d190f0f6c717c59afef3f83de40d7,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0006.png,421,419,2,2,False,False,6ae0f0c899c13ac8765a7e74697f45fe99650b503d8319e26ef90f4e7fd32e49,915ef9481573cfa3ce42628037608ae6e5090974c458c365e7abacffa04ad9b7,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0008.png,254,254,2,2,True,False,22ed0bf258e154183ac802a80d7ff2a19279ae652004c3c805e6c1bd7f03ca71,d7d099c55c9827c3fa11143dc6f9b6fc7bf067e2ff0438ffd41ad0f0f3c88a4b,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0009.png,208,208,2,2,True,False,a41338d3b142a539992c6c92bc7f27c2b1da7bb31e4f939df92913ee4355b795,fa8d52c4ac6aa5a81036b6c10d9af7c0cc3f9a7b1735b6b3dd915bd23f028676,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0010.png,193,192,2,2,False,False,dd48dad1ffdca06840fb96e19c6ff813066400b118c4681cd543257c54ffa558,8860a98798feb2245beb7e2dfc45c2414a60393beca55cba16f10ae2e1f5c24f,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0012.png,130,130,2,2,True,False,a55f56887a9e802fbcf4aa4d9198f09bb064dd9a83dff3e9fbc7c4ec6cc2abbd,2a33d328e6313f2768294dd1a4f7fe6622769c06a6715fba9ae409ec715426d1,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0014.png,79,80,2,2,False,False,657c5ab2438486336056f6c8d14369b7f206c5cc9f5293617661082639961e51,570ad9e333d78241371a30f690758713b277a97693cfb88a2a1986c287d8ddd4,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0016.png,97,98,2,2,False,False,cf1a0d30f7c415887453950e0015db65cc05dbfaac5373e4b78a01f7e83690f0,4df72ffa3671262780cdff84dbe97af105408e435a5ce4315a3a0db2388b85c3,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0017.png,116,116,2,2,True,False,768fd499751cf7c09530cf9bba09a9e5ff6589a1d7fba6fe2ef2fc86214986ee,f41211f832df4dcd3108adc1a1ca89ea573ba537adb3f427625c0e46340b19b0,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0018.png,106,106,2,2,True,False,269a16767f1e329cd42a0bd05609084250689af05bf23a23665d4aa299c2ff0f,41e4ce5e2f500301db19ca96efeba306176556690857bcfbc5eaa9b5416bbdb2,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0019.png,115,113,2,2,False,False,89e37119c562c6f407a227eefb015cd5bcedfca657968c4e9a0892fc6e8accbf,dcb836677971a97e3441a2ba91980b4d01e4150bd25d5a0edbefaedf2426cc74,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0020.png,94,95,2,2,False,False,dba33095ef70a60448c30b2916aae55ad018791598f9eeebed9406b44201e4bc,f130c27070869af25172f2e90d5431c77c67d7afd1bafaa2c0e06f98aca626d1,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0021.png,101,102,2,2,False,False,a56a356bf1e49372582f4c545038cf095b5595584420026d9558d04b87b0f2b9,98fc3ffc0211a712ee7141d208e1bc5b284615489861afd1b4c6d172df5309d8,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0022.png,79,78,2,2,False,False,307b1b3a81ade94783178c1c90a2251bcd21d6aaaf53d460bcb0b45136c51ad2,823c5bf340258ca97ea65cc2293870c9728f3855ce544f8525313744696b3476,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0026.png,74,72,2,2,False,False,adb4f6dade99e45617456af4b51aa105ae18f702aea4e4f4e4008bc58f750d3c,380d35a444a1d78172be0f02cb99b132466e80d4a25e0df13befd04686b171b5,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0027.png,69,69,2,2,True,False,997192831fe15babc1a8a7b4be990f186a54731a77069e28d2e17a576c86395d,ad17db950e9fbc765f81bb040126394de7dbd9f1e0882e33ff093b90f4967b21,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0028.png,66,67,2,2,False,False,49020c8d9b2b89a893df941f71195ef755b3cc0f13f7307e6e68902485ac58e8,a1bd5fb413960393c00309d4c0828959be82273dfad55373f7d742a28c8597fc,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0032.png,44,45,2,2,False,False,44bbeb0ab728b0e917f7444eb45e0fca9f460fe3ec84b848b0b82c34782b986c,04fa76d8a5b1a0d319ec78d0831ff88524399e1d71ac469237d8215d42640a21,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0033.png,32,33,2,2,False,False,a225690b71eb18c8392e4d926fbe2138e70497fb80b8bcba63faff4781af4ab6,1ce150b15397c9e039cc944686b193c20d8cbda97ead074d0ef5f90957694387,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0034.png,30,30,2,2,True,False,a456613914afec9e93be4964cff43acac524e4687876557358f6970bd0891553,fd95bd5f6ad2aba98fa6a901e8304c9e168b8abb9bf66cc3d206a264cb7b3381,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0035.png,35,34,2,2,False,False,8e83d121d148f3fac6bbe4f1f07d59d5b302dbe2dfe794b371ad87c05990b535,e93870a2884b5df12252f5f071f75fbdf282858e78a96e30103ed45450153ed0,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0038.png,25,27,2,2,False,False,07dfb8bcc43e966589550037354a17b2d8e513df3bc10e96f060ad6536bb15e3,b46e9a7b7f6435ae50a49315912324c27cc6df00554363588c003142691e4f12,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0039.png,36,37,2,2,False,False,7013a912c786f6b9ea3d28adb232f5f63e51eb9812397134cd911ef1e33b901a,689f782219adc2ed0d5389337cceca7c698b1935660bde3d2100c78c29b03306,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0040.png,43,43,2,2,True,False,6c644fc85630a00e9af17b9171f3d2a4796382b9bccf773f07f04522b7b35bf3,13854843c382166b13ae40c1e154a95d80a9c969cf5c83174567019b8f267a00,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0041.png,33,34,2,2,False,False,6d48df79cfab5cb0b52653f2b99760c0d4124a4d6a69e32208cb70650aac0ad8,1ff2c570333c3ba7e732c66967e7f1d924f406ae502929c70d273e5dbdab0d02,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0043.png,23,24,2,2,False,False,5370fa52e5676009a3d5c1b77b62b424617afa20d7adb2d278c5831d67c92c81,dffeeba9a6d44b8ab8bbe6a95e7565a0666911b4939e3648f598cca31c17cf53,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0044.png,31,30,2,2,False,False,6b832cd7155ee22210cfa9dcecbaaa80078eac1ad90a5be6d924267f4165b50d,aaf087542b61211b8350b7cea96f8684656cfd88c4740954d189c22a7c921606,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0045.png,38,41,2,2,False,False,0ad0abbfe5c77423507d5c911b3dd27b8db40314367772d81af848879d5e4ab7,9b1d13b8593860ea31d4167e926773cc9ed308c4b55bafb1e50cfdcbbb07491e,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0053.png,46,48,2,2,False,False,274dbc2f424f5fff362b332fc67ef4ccf258302bcb069eaf6db26a39c1f92949,6f957dd76a3f2498e16613ab20397672b3f59a04e0a16685537b09b2c3d3151f,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0054.png,55,55,2,2,True,False,973b3d65b9acaec779d0303709c62dc2ec80e7f51d6ec1ca38f7d067b6a32282,6ac39cb502adc642b160f3ad9112a823d976e6def9e11312a58bcde489f14c2a,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0055.png,52,53,2,2,False,False,d9ae20c9af7a433ffe06d987238edb56be69383ee31da4595916d0b400d09db3,2eede9744e9a6190ed96528963e1f261109709a6070b166f343e374afbafd20e,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0056.png,61,63,2,2,False,False,673230c080a39f2cba7c6251d956f009d166b4865c7d6ad4ab1ce7c5238c53f7,884ee0d7e2031b4d502da58b1dc5f462b543e80b44dffbfe6675191eeb9b54f0,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0062.png,57,58,2,2,False,False,e6aa2281c2d8832b9b9f82cf48461ce3711be896b2712869ce691454a799e6fb,99999a32af3ecac5fa96806f7bcb451a688198540fe72efd0bdcb6320443d4ec,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0063.png,51,50,2,2,False,False,b21a0fff613572c12ecc738d1fbdb0b1fa68dd93765e83b57bddaaf3ae9e4ede,033043c26a86a92d14083be1708df91ed5f4a5c1a4a75818af16d906a850a901,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0064.png,50,51,2,2,False,False,c93f6ccc69f4de088de45d5cbbae1b527458ddd6b5c67d3969002955cfce5376,388e47bbfe1ac0c982c044518f458e1d706ba18db099b0c4c9026a731bfe0609,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0067.png,42,41,2,2,False,False,554b42fa669a3dcfc36fad24c2d579029f85ffd3f91ffe3f3ea63c81397ffc20,185f890e31d68459d72ce00e5779654d464a2de1fee598acca5a420a41a91fc4,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0070.png,40,40,2,2,True,False,111b8b054cb04bbe0c2a06501fe8f1cebb8879303d8199bc788950445d69caf4,43b38796ad4768382848615279258211c5e3511a29bb59b73fbe899c031bb376,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0071.png,42,42,2,2,True,False,d784c834b53d530021da900a5a00c9e84750031bf097477995ebaade04a7d2d1,edc34e1531c2314e72d69bf8e77413bc50c07f88c2fe53fa105ab18a00c1436b,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0072.png,35,34,2,2,False,False,3d6ff45c029d0df9cb9a1a44992bf92e8f53098ce2a12e303c09998f74c46bc9,4277783f88a5a3e0c0b73bd64d800a42141656919852bc30c3fd164a1bb3f838,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0073.png,42,43,2,2,False,False,8ccf3023a96a5132aaf5cd147d87f5050f84c23641b29ebe2a6945d81f09a805,cde1d7d4cb6c9ba5920a35972173a6dafc4ec0ff07a2c3da70a4367d7e737455,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0074.png,39,37,2,2,False,False,53bd35f6bc1ee85eb10d4ccdbc26d24e39d29ac1c17f616ba852e2a767232471,d9ac1e3afc44d1a57f8f8c0ed9f6e61b71d0c6ceb7d2c6dfd1874140aced3f79,legacy_config=None;wizard_config=None
matches,frame_0004.png|frame_0075.png,43,45,2,2,False,False,443c050277ee8b2610d9bea3335d986e0a0ea16ade53f486c3ec4a023f0d0b7f,d871abe18ebeee90e55fb3835d31224b3d9a033592ae9f706fc31a5e842fd86a,legacy_config=None;wizard_config=None
