stage,key,legacy_rows,wizard_rows,legacy_cols,wizard_cols,count_equal,blob_equal,legacy_blob_sha256,wizard_blob_sha256,detail
two_view_geometries,frame_0125.png|frame_0142.png,44,42,2,2,False,False,e19a3fb3fb30b9cb462e0d657cf90f52ee16061da36bc075154e315791d49eec,413d2e3691264741eb834d419dafdc6a9aa598d57afe9c1d8ae9c318c187d762,legacy_config=3;wizard_config=3
two_view_geometries,frame_0125.png|frame_0144.png,18,19,2,2,False,False,902abba795fe36471d5dc742297803af91010cd7cdbf43e83b668819f4da80cf,d9010dbe023da5d96bb9f3669359b1c6c9894778d147229e9fcd950fb06daa1a,legacy_config=3;wizard_config=3
two_view_geometries,frame_0125.png|frame_0145.png,22,22,2,2,True,False,7fa6d69a4897bd62fbb13e66f33c26a604534c72e5ae2d877e745a776f5fe9f2,5d81a939168cad677d9aab28bca5e02bea88dcd56de9ae83441c1d5a6d002d12,legacy_config=2;wizard_config=2
two_view_geometries,frame_0125.png|frame_0146.png,20,20,2,2,True,False,d472b83b7a42b2324c09b267bd8c42ae2f4b37fa53c5a0e54514cb63837e3c5a,8da07812ac5daaf6fbd4c18b48d2046abdd1be5a43efa273fc3d2952eb938b59,legacy_config=3;wizard_config=3
two_view_geometries,frame_0125.png|frame_0147.png,18,17,2,2,False,False,870c9f295fa221658889869a8b2df44407329afe93f36e5fa9a8ccd0c679ea5c,8483ad5618b95201a3f0ef8245b526e75b5837720d2d14bced8b6d5aa554dfa2,legacy_config=3;wizard_config=3
two_view_geometries,frame_0125.png|frame_0148.png,17,18,2,2,False,False,1c3048acf573c25b4d1d68ec2fff51bf2fbe1296f3fe2322abac5a8a9b31dcc5,7a9e397dc2e0377bda81e2a977c885765248f2d93b3de14b9c4a54edab2c6bb7,legacy_config=3;wizard_config=3
two_view_geometries,frame_0125.png|frame_0151.png,18,18,2,2,True,False,5e8a14276b7da9dbd080e4248f9eba069e97ea9da7f7b0166b2e936964cb1661,29f77ccdb672115dd4c8f439623f0496c6c6d908fb327b5a410adeff60ce2d1c,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0127.png,466,468,2,2,False,False,efe0fa5ec83da2d4f7f3c24a192378002950eceab31a613c30dc158f5c5c8004,1be4999d22d19bcfe471ab04ea01fdbcfb7e067f593eb7b7afcc6022ff7af7c2,legacy_config=2;wizard_config=6
two_view_geometries,frame_0126.png|frame_0128.png,269,266,2,2,False,False,1fbe818edd8094e7e2f7a74a721aa4062c6b2f64f67ed2cd6d8cc6f578c98fae,dd7d5ac33b6b70f4b1e65a098270521ea4e692b5bd1bd3bf4e71a81522ce042f,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0129.png,135,134,2,2,False,False,0a068f4d9b0ca38206ac72c253a527faeab9ed61c729ed5e559399b05c486f52,88662efca1e9f47fdbd733d2fee47ea33f11a4d5938efd683733428cca2aabff,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0130.png,152,152,2,2,True,False,b73880d536716571057b00d687c6d9bf7c2fec32bf174ba6ec50623e6c0f1ffe,c97a58589dd6f7da38e849539844d1c9639cd610f41110ffa00bd3141b07b620,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0132.png,133,134,2,2,False,False,1d659596da790250e9b5ec6f5514089c810fc3522727f13d954640567d8a36ec,e034e3bd9d0afb5a1c32f089c763ac43de110157149c3825a78953b51ae84730,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0133.png,130,131,2,2,False,False,a09f51795c9988fb589c218f94e4f426ed71b157047aa711a80ccca111c89334,d6dc634349601c77606e7518e178553c499a81114b5c6bf9f82b0af89762b9bf,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0134.png,113,113,2,2,True,False,1935bbbe90bb00c4ad99501ec4c12e984de31f74a59a02a8193bc3184a2fea5f,a0f13ada256cb93f8da342a7df938d5347371461d67dd76d9695ecfcb3604aad,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0135.png,82,81,2,2,False,False,e9e3ed9f0c9c6bb5cf6d4f2ea57d5bc6e718d9f68ef0f3427be93120e9bb1649,2126ca16021b80de5ac70e3ace459df79bbe9ee3e21cf65d1378d5d73b28abb1,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0136.png,80,80,2,2,True,False,379da97afe7706a404bb3aef43263a187a5b8fe011d2fb377f9a4166c35c0b9c,1cee418e79e9bb85c4d062675a8f47d0d186deb8187242500d737895bc93d597,legacy_config=2;wizard_config=2
two_view_geometries,frame_0126.png|frame_0137.png,70,69,2,2,False,False,7ea4e3853d2161d72408b57dda7e03f21c5763e1eb5e800f6bfbc2795ab0704a,01e997cd747db1ffbc3b556eff2a8a5fe39b9da4a9bc43e135e3b73e7c3d4a84,legacy_config=6;wizard_config=6
two_view_geometries,frame_0126.png|frame_0138.png,58,59,2,2,False,False,0fcfe4c17ed941b0426160f95e428ac72e165a61c25070f09c144c1fb643b3bd,9f9580a9d417e521cae5b8341783a9ab58532b1bf632750bd6bbefc0e934cb78,legacy_config=2;wizard_config=6
two_view_geometries,frame_0126.png|frame_0139.png,58,59,2,2,False,False,61931ccf90c598ab9e738f9662b6dfcb87c9a875bb2738c4de5a96ebd39fbd5b,b0029652706f2544f5e9f808262673b3350029b07ed769fc3f06aeb7bdb279e3,legacy_config=6;wizard_config=6
two_view_geometries,frame_0126.png|frame_0140.png,36,35,2,2,False,False,7873caed6e7b45dddc610934cf7e0d0a11b6036daaf45cfd3f90ef6efd8fd42b,6881c6d0288ee824b46f39f07fa7fae0620f3640504dc5377999eec2391dbc3c,legacy_config=6;wizard_config=2
two_view_geometries,frame_0126.png|frame_0141.png,41,41,2,2,True,False,0e4423828ea39c4ef5838cf99268b740f16b2de245cdd4cbde91253d303c50bb,88ada78f71ee571dffb7ebc99c4ef7ce705d2e61a4e32cb132e1a7d5edd2b73d,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0142.png,42,40,2,2,False,False,af38117ed3fd72da72a4236d52647a0186878c5f38fde414a20aae787dfcbd22,f8593abe3d2dfc2c5cd76e9c5cbf5db8ce3955df8308a41cc88e1fd890663e80,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0143.png,31,29,2,2,False,False,8b859eb1ff444c50cd4f3a6ebc4abbb3e33607667185c3842c6fd75ce35e1caf,abcb3bd8b814353fb3c4f9520db720e75d7db93329f5eb10e4a3848389884aa6,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0144.png,19,19,2,2,True,False,9600e835a7b04c1e6646afd051e46e44b6718d2317843bc41378945c285de38c,1b385fc4de0ad67e7c08b9707ae458987abcc0ac2a3076f211d99dde1d3834bd,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0145.png,20,20,2,2,True,False,d4c18901e1ff42dc15f993c8654dcc6a81489eb919556ca300aed8c91f8d9379,b3ba1e3513afa45a1283964728fcc3c9b4a302c5fe93897075ef7e670bf11df2,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0146.png,19,19,2,2,True,False,aa3c6d202f4be94299d0999682f1103a763409f3abab9bbf1ff3d15cab19a78c,d8b4b035da33b270bad0d95a424dea93bdb63105fbbec75ab6cc8b3907d43b61,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0147.png,23,23,2,2,True,False,676029a3ec51085b9f89bab17837a5bfc4784709ee408719b2e422c54a392d15,37b34a759977f499804fb2609b5c5d64af26eb6570b3a79fa8b949c898d77da6,legacy_config=6;wizard_config=3
two_view_geometries,frame_0126.png|frame_0148.png,17,16,2,2,False,False,c755a094833d201a440bc0d3d7f3543f378c59cff3add2aae920bac835b74118,e19001ab8927355cc951062c878a06c4d53f51ec48488c75ad2953f7ef93f705,legacy_config=3;wizard_config=3
two_view_geometries,frame_0126.png|frame_0150.png,16,15,2,2,False,False,e20608303919b7c1bd7bd8b8796d361073a5038d8fd16a4c66804e4311b311f6,5fda532de1acfe47a0f8b7dd8a532ef32444b94e72c691778f3f8e38ad6bde95,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0128.png,336,335,2,2,False,False,8415d854beea6b629c3011c21bc6db25fae54b9d9612b12be67373fdd59dbe93,634121189471a217481c2a262c1c8bf9eae1f0b33cb3d34d4c690cfccfd69210,legacy_config=6;wizard_config=6
two_view_geometries,frame_0127.png|frame_0129.png,172,172,2,2,True,False,2a006e1942cd55b6b3e360e6b9ff97042f7ee2c1fc015ea61339f3362a24475e,1360d2c1efb68f8818bf08a1b1889557f597bad824f2c518a9b19e5706ff70d5,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0130.png,172,171,2,2,False,False,f779cc5534999bf1fbbdc4890b48b57a56d81848db1f51390c4c96f05567adfb,e0eceb4fbb3a47f3e3b820b5f5810bab1c1656180800ddaa00e4872a6c046ee4,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0132.png,136,137,2,2,False,False,a754240478fb7ca2c04cdd68f25647a8aea6cd72dfa8abda2198594c20df70e7,d0c7e9277d07118341243073c429851a8b37db6aca5a5a177ec98d8cef88ef40,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0133.png,131,132,2,2,False,False,84d43eec5582600e22b821b6d5def5fc773fbad256f1d1718d69cda67a2e01f9,a28357e9b04c3949aff045c66d6d28437f6a7a7e3107bba9ee741db0e83ecb1d,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0134.png,132,130,2,2,False,False,a48e742d112a40781dffcf2a649e611c1dcea6d10c86b2b7aa974a22996ade2a,db33d2032b9b467c60cf3351c13f20f881ad91ef4981a04a01e8005c014613ff,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0135.png,95,96,2,2,False,False,d6e9b960e3851918ce90fa7689ba770c258be6cbe8948a5f6d74c5483ea2071e,f284a0e9eb76ab3a6b1bcb81d797f0a83d00a2c3c4f9e4f3f9115947715edf15,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0136.png,87,87,2,2,True,False,788bad39b68a55b7cf1a3a11c5fef40499bcd469fd66a03482f7692e512a7322,3cdab5c7a84d981f8d8c2bf0dc1f90798916c127acc22c9cef4f5fab92415e75,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0137.png,73,73,2,2,True,False,fedf101c7914e28e2b9b11b143bceb09e684a146bcc3cf9ab6345d53ea0a528e,685ec41d64795fa6666bff594886abb843558253d16861179ca18d32e06cfa26,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0138.png,63,62,2,2,False,False,3a16d93404f7f54e69020f1004ba1a6df5dee31a38480ac4300f0d7e937ee937,f46b67363554b149dfee9a33bf0c09dd4dbaabff34537a1d014d778c838910a8,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0139.png,53,55,2,2,False,False,192dc2116d3ec591324566e20751bbdd24fb582c7f7d3a4ba38c1a97b3a23df6,aa3dd96161398ff50e1c14d24104d3fa2724c304a55f1d7e4e8e43e144e85070,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0140.png,38,38,2,2,True,False,b1e2ca0fdc470b6b8a6cd9e1c4d45f9546722e581ba1908c0d1554d10075bc3d,9507250a8b70befc13fce6865c4a53131c4ff7cbd0bc9559b9aca46f28e87c0a,legacy_config=2;wizard_config=2
two_view_geometries,frame_0127.png|frame_0141.png,37,35,2,2,False,False,7a113725067328ee9bd913d5f1036e7a59d6700c1faf3cdf885ec55ddf58b849,cdbebdbcb485ba319fd98df8ca299bfcc902d8187707a84526c6fa186818f5ba,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0142.png,36,37,2,2,False,False,9662cec9ec84b7768d6c83f9fc7c7ed6aab9d30fd54b2f4268e9f2e40bfc8c6a,65c01bae5e80eae9d552d4c16d4090889a30cb6a15eda4f959534c7ae7a6240c,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0143.png,17,17,2,2,True,False,97a7fbd4b708ca3227ab04244ef384f0a055c06a3b93ec0bd21b1d1747dcafc9,5672bc50c04889dd6b47dccea6259fd6baa345e1128488b55f41d6159908559d,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0144.png,17,16,2,2,False,False,e869839fce23460caa553ebf833bb4b1f34d6656665f42dfac2ae24bb5a61698,d818bfba4d553861a1db66657fea43a6a736efb0dc9dc285381ea1469c63a5c2,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0145.png,19,19,2,2,True,False,35324e272b3be68c1be017e7e784c77566a4afd4d65da0ae33615c940c753194,8ed2a95b6e4691bef36ead6be648515fb41cf0e9ce510ef1035bbf3d1f33782e,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0146.png,18,19,2,2,False,False,69859bfa4593828a5d84aa2ac1e97f3dd09a43d02e02be4e64b4728f4cd741e0,d1be39270853b91f23d412d76686fa3985c31cbec955bc547e5eede386eb0ce4,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0147.png,19,18,2,2,False,False,75fc5cd703d93509cdec3557d7b5f6370b2272154ac3e2f3d0d621782dfe7923,7ca203509cc00bf9629d7371459366449003bedc0b1a3e5786d8d4c617587b2e,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0149.png,15,16,2,2,False,False,46e18acb55ab06545ab86f92bd9870cacef52244ffc41f351891b9b9ccecbd89,09d361d44b274c0a4bf0165fb6e5d3bafdcaa737aad74b36882db606c3913beb,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0151.png,16,16,2,2,True,False,8573a057553e1c78e1dabacff29ab10540dd3a2c00da4cf2eddf2f946d0481f8,30b3e4ba90e06fbe11fea9a0213a032e6b8e9fda92366494f76da7b6ee6776b2,legacy_config=3;wizard_config=3
two_view_geometries,frame_0127.png|frame_0152.png,17,17,2,2,True,False,44593951c17bb084c8c6538bca5663abdd927b18be8e69c3ecc2c3de6d687b11,572d45ae9d4952f02f1fd7ecee498aa63d009a892a74e7c1741e1e2f2ce48a8d,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0129.png,198,198,2,2,True,True,8a1371c5285b16bd7f4d8f68a5de9554e2eafead89c30b563b6fc6c2da692c60,8a1371c5285b16bd7f4d8f68a5de9554e2eafead89c30b563b6fc6c2da692c60,legacy_config=2;wizard_config=6
two_view_geometries,frame_0128.png|frame_0130.png,205,201,2,2,False,False,c3a1caf65f21da46652c89da66aa28d122528a3e8082cc5a08eed7e91ddb5914,989c231e8434e48e040aa9f1795d097760af61c3d9781f4c7d5562e81438ac26,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0131.png,190,188,2,2,False,False,2cb896606e09e8e44decff8cd7dad8fab0480d4b74175fef8c22d9250f679a5e,b73b054439eca055569f15a8a559f469991266acc5569482c3d9eff92dc80ae5,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0133.png,137,134,2,2,False,False,46bfebd703e9f218e301d4a783f7cda7b31622667747c13e5dbbba963634928d,3c3f7897692525d98cfe646941e33d4d5c15809b275e094b41c8cb3694b6f2c0,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0134.png,134,133,2,2,False,False,fb5e38f98a1d560708f14972be4697da740d68a8ed158466b92ec67d89b7de3a,a12feecca2a825280918815e60294894cfbc4aac00aeee9cc02e1351e90053dc,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0135.png,100,101,2,2,False,False,c68033e61d8b372e6b0b8136d33049f89abe94f072c36f2ccc1a1b15c4106c3e,c1556341c493f8e9ff68b49ca6d1b23acc46c44863f8b1b0312a5395cb073b52,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0137.png,75,75,2,2,True,False,49c6df395e99dddc24cc4a054f53bb12a5404a74d933d84d66f32fc113f27fef,dee9a13981e51ab8f376f9ac40a8d4874df1879ec17995a135d6a28dc6d7fe58,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0138.png,62,63,2,2,False,False,8d40cd4f3800c95da1fea33c74a608032374e8bb3c18d0cb2c36e3261438aa60,73efcc580fa30922933e7b4b5b1b2a847c816bc3f5b87741009988e713128fa0,legacy_config=6;wizard_config=6
two_view_geometries,frame_0128.png|frame_0139.png,66,66,2,2,True,False,8832a2d6785e2eabad90ca7b442f9bce8f9039c9ec53e0b81ce9e95899504c8c,2a086f1c71ea6cf46beb25ea4965ff6e8f719305362924a88be7fdca5f473854,legacy_config=2;wizard_config=6
two_view_geometries,frame_0128.png|frame_0140.png,39,41,2,2,False,False,b69c5ee883ddf29fadd60a259c7e6cba0c53f5d2e0d99ed239b85e2eb93d794b,9d7694c28e7feef46e8199b63b21d13ad4ced729007c1b5285f1df3a502e7fea,legacy_config=2;wizard_config=6
two_view_geometries,frame_0128.png|frame_0141.png,32,32,2,2,True,False,66d1160d43380d37c7ae5a48ff8d9eb27b4104c11d54204b1f105dbe2757a2c0,4428c84e1695b025fda47dc042c9d9c8acceeb9df3d37def0b419815c2635904,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0142.png,33,32,2,2,False,False,51939e4d67b1f5a73dcff0be1b9219173a04dc6de6bedf1765b177d591e12d37,34847ced8b4478eb1396070436ea32ecc6f65102fd7e3b4996cae6076f868475,legacy_config=2;wizard_config=2
two_view_geometries,frame_0128.png|frame_0143.png,16,17,2,2,False,False,3896b698058c40a27ffd743138caf12d72ed94991517a55525f002691826d040,6056afbbc1787f9ace2178348803d206223a6f0b3e5b420b6c0baa615362974f,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0144.png,17,18,2,2,False,False,f8859d13463a62f506585d96de874881a9185ca3e9af3c91e0b227feb1b90ea2,af4bd8995cf9ddaa45c9c30ad0645729f1932bb00ff072ba059a20392aab2890,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0145.png,20,21,2,2,False,False,885127028115d96ca63f3d8d1e47ef97e88d5cbe9a39683e670296f90d27dec2,5a9b9a7c5ecc592b2d35f5171fde698daeb6fa92d9c845b2900641fa5a5c5625,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0146.png,18,19,2,2,False,False,003b169344e81dcad44f02dc892c9680d1e87b51e6dc7d44158a6b084b4f50ef,62d36c783163fb2894ef87840d953e954017d1c3828d929f0a5793cb441ad27a,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0147.png,18,18,2,2,True,False,7fb50fda71867226c241fab364139058460387ce2101f3117712424b0e9b536d,175090c377e05a551a2f49e8a326663a1716221c777fee3a7626aa21bd087599,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0148.png,17,16,2,2,False,False,9914fb99f1138d982338faf447f5c745a4dde3f35a44140efb9674bc4a1ab048,d7276bd565bde1ac0a5949dee86d307c8fc7de6ffa571d47ee2aaed568f85c42,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0149.png,21,20,2,2,False,False,699622752c0ca3fdb689e7c1d9f4e9192d15ac4923d43031614f34b5a03007c2,89fc661d7fc98794ef85955333fbc26abba7db9c5652fe07220e1575f1090461,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0151.png,16,16,2,2,True,False,c0920927a0ee969be8b0630ea30263af0e4bf3f1543cc227dc6def97772d52b7,68cfea0eeaffc52437c9d997ac69ff0a6e8a814cbf8fa93dd7143d5f3e511672,legacy_config=3;wizard_config=3
two_view_geometries,frame_0128.png|frame_0152.png,16,16,2,2,True,False,d3f7b5c8076465f885cac13ead3dfe66f57be4a08adaaf6889e6d356d96eca49,7f2a15152f35e178ac47ae6d971da60ddb4e6c9a55e98ab0f99177de6db20f02,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0130.png,208,209,2,2,False,False,39881bdc1de4e0b0873d0177539bf72465d84df7eee2beeef0179cf0cf664f6d,652a9745617fe900e530ba17daa11022b8d29e19c89e77cb76fffbaaa7af8115,legacy_config=6;wizard_config=6
two_view_geometries,frame_0129.png|frame_0131.png,185,185,2,2,True,False,f37dce50a3bc27403a76468120bb400ea7cb68816206e656cf26e969f6e93ac5,527e828db0ac80e16f723dc93623cd46d6f7cfbd000f74fc1f68a1dc01a01b64,legacy_config=6;wizard_config=6
two_view_geometries,frame_0129.png|frame_0134.png,139,137,2,2,False,False,5296701de846ec96f033fc18a1a7f10a923eb28f1221efe86f2d9d08c031e53a,5285642c62c2655ce72af3cf0fa3cecbfbe097206049fb4f15d29842379607fe,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0135.png,103,104,2,2,False,False,7db328686e7e7dcbc8b2934ad7e68fe55148b9bf105bbdc0bfbe6712cb4df926,48489f34dab4792d899c86f7fd7afd96162cc0dfc98052ea9f7ac89d87ed579a,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0136.png,82,83,2,2,False,False,ecaf88250ee95316f1722fde506dc86b6b711f1725c3abeae7463c47a5aa7c3b,357efd97d90cb0d0db784b5bb3e2a00ab3170ffe86234e0c4ad930182dc0d362,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0137.png,80,81,2,2,False,False,9f5139d4dd2aa0989d18699333bdd9e4021df71156a33e067f10d8caa3820c8a,990d341a3a473d4a6bd915f86dfc5d3c1c43462b140905262fb3ceb5e36b5b6b,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0138.png,71,71,2,2,True,False,f23287293707c5ec0dd4d4c6a3c7c7a331a79452a56bd071240c6de7a81b2025,49660da8b841c31e2f9eac1cb3bf124eec33682b50cd90302c4f93a5c874788e,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0139.png,66,67,2,2,False,False,06dce9ae837c24af26f2c0306eaac65dd8e2b8ce6721d95bcd970ad41a1f5c46,04aa7b08e839e37b48309aa82b1fecd023fec32d858bad849e990b82727a507f,legacy_config=6;wizard_config=6
two_view_geometries,frame_0129.png|frame_0140.png,38,40,2,2,False,False,ed9960112417b8b8f78e8e1098659625c77167c8aab4ee0c36df537d189fe379,972915e5d19185b9ec631b79b959c6bc7f128a5b47636d26992a8509df9b2605,legacy_config=2;wizard_config=3
two_view_geometries,frame_0129.png|frame_0141.png,23,23,2,2,True,False,2f69235bdbf10f20a2241849526bd81fa20e629408b7475c142abeb25bc4ee83,960f194a7147016fb7cf24f34a179a066b4b8458c868c0d3a3c44d8114c131a5,legacy_config=2;wizard_config=2
two_view_geometries,frame_0129.png|frame_0142.png,24,25,2,2,False,False,285cbe4545c6bd9fe4c43cadbad18b2810dcbf0b411df0d51891f7ec337f2dbc,9465b17b61f3abf8dd0ec96b973a985321e80541db24aed44d47093fd93f54b3,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0143.png,16,15,2,2,False,False,c0ed777449e2c1d4fb7af48c2ea62029a31d5c6cc521fc75626221733530aae1,60cdd9ce3601eaf9c7f73eeea65402e8c295863c8ccecd671ff5b163f93a90dc,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0144.png,15,15,2,2,True,False,a6e198bdd7b474b03fe7a805edebcc0772aaa5cf84ed9aaf02bd9d700594500b,cb43686120e9a42988fa103f8ef0f0ec77b5ccac0838ae924de593c77d7e834c,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0145.png,17,16,2,2,False,False,aeea7b5c084e1dd73bc0a0fe32331d6d6327e6c29d7a9739593886f57945e24d,66bbc4133cd8a7e57cf3a04bd7bde285eaaf0f666580777991635228329ec0a5,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0146.png,15,0,2,2,False,False,af4471ab3b1c82083297f4a04477a08d3af41e1375a73a12e930718c477c49ca,,legacy_config=3;wizard_config=0
two_view_geometries,frame_0129.png|frame_0147.png,15,15,2,2,True,False,0dd0392631730b49221373e0adfffbc4dea8fa06b43dccc8e5a0d16a0b278308,67e7b9d95245081622209f1fea00d9d3c48ebea3f2664d6533a6cfd140380f8f,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0148.png,15,15,2,2,True,False,63d61bd4da13f35e3900b64b368f3d5d0cb46789a091e48fc213974ff957487d,2c44ffc9d19c463f8077a1cb6ef82477e4e652165cfedec350f0787f74cb0efd,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0149.png,15,15,2,2,True,False,9f23b1b9147be5bc8f2f558c020acd7335e1caeaaddf388de7ea0932a142fb3c,e405297d075b49f5aa2fff77b8995f30a212af84fe4874f3f9ee0d97d473355a,legacy_config=3;wizard_config=3
two_view_geometries,frame_0129.png|frame_0152.png,16,16,2,2,True,False,78da2ed2951193cd6e087e8afa8131e327d939ff73ec84cc51cf24ccd25c84d1,b57c809eb9047c73dbba77c4f16c12f15b35981caf729103bb540252c3915113,legacy_config=3;wizard_config=3
two_view_geometries,frame_0130.png|frame_0131.png,282,280,2,2,False,False,066072f54fc286ce2efcfea16c0bd0473b2cd023af81a8cde281bdba6d738cfe,f54bb066b5a920bd850199c4e80012784f2230ae916b2c8ca8635f59ba161937,legacy_config=6;wizard_config=6
two_view_geometries,frame_0130.png|frame_0132.png,221,222,2,2,False,False,9b2b3f3871bb77c0f74e2a650008229ae4a20a38082f53e214ddbac4cc0a3f12,ae143a00a9e393e1ed28c38da0b29e795d16edd258d86f5d205c226baafd1ed1,legacy_config=6;wizard_config=6
two_view_geometries,frame_0130.png|frame_0133.png,224,225,2,2,False,False,37929a82b213b888789ed84dd9a1f1aecae161465461457db4ad70a43bfc6439,179bdf94de40e182a87178a7957f93c2f292ebefc57f502c51cd22e7b6b22767,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0134.png,195,196,2,2,False,False,910539861e07c60159a500f548fab1a146df72efb306f133ad96d32bfbd2b47a,c459383dac68e6d05260150ca0de791d5290881654cf428c4833830dfc66cb9d,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0135.png,157,158,2,2,False,False,89a8e89126b79af631e8eb6ecace144af74420d0e3c4c18de8c1646c9951f2b5,d449c5be7e7091125d37b40ee450edb74364b9aa97171e81e4b3adf7db71f10c,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0137.png,114,116,2,2,False,False,74d0fb700f91c6eda900d959c2012902c13c8e57c53812d4dad1970bb2489a5f,23ac65dedf237204c709a516e3d445bd3f446313735c443a100cdcd9a6956032,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0138.png,94,96,2,2,False,False,e0c0494059af543b5152de43923e5ddc21be73540a30cfeec0fb405883241a4a,4e14afa9be0837c64b14707edfeadb614f1aeb5c9d4d2a3487fabd11cb18f808,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0139.png,92,94,2,2,False,False,9d4df5f2820569cbcb3f0271ddaae43f125492c937dbaf4394c867c78bd30a69,2db397fff7afbb1cf1ad4a0e6af4f717c1cde1d97a6e489d36a4fa3cc7a91953,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0140.png,64,67,2,2,False,False,2b3a8358dddcdcf8ccb7f3bb1490d079a8cca510ae25ffad90bb5d6a921406d4,36aebd06cef933a544911010c106f4a40f0ea138614aeec86f7fd3c237b94750,legacy_config=2;wizard_config=2
two_view_geometries,frame_0130.png|frame_0141.png,42,41,2,2,False,False,b63cd908c32aebd3a6b231acf24f6436a9d925051a370e6585e0faadeba44422,73d538e46ef0a2bd6b2c6b3b8d458b326adff0ab11450f7fa5527a0f45b3299e,legacy_config=2;wizard_config=2
