initialized_type,initialized_id,from_type,from_id,observed_marker_id,quality
moving,moving_frame_000116,marker,12,12,19086.642024051253
moving,moving_frame_000117,marker,12,12,20922.856557552866
moving,moving_frame_000118,marker,12,12,22919.188289108904
marker,13,static,cam_edge_5,13,741.2206453136474
marker,9,static,cam_edge_5,9,292.85431463876324
marker,10,static,cam_edge_5,10,125.53704690346022
moving,moving_frame_000128,marker,13,13,19420.16195471858
moving,moving_frame_000123,marker,9,9,5729.306368041619
moving,moving_frame_000124,marker,9,9,5216.286636268285
moving,moving_frame_000125,marker,9,9,4919.510740310062
moving,moving_frame_000127,marker,9,9,4805.068627471045
moving,moving_frame_000137,marker,9,9,5154.472983961649
moving,moving_frame_000140,marker,9,9,9471.953543958034
moving,moving_frame_000141,marker,9,9,12935.991516063588
moving,moving_frame_000142,marker,9,9,18028.56485214384
moving,moving_frame_000143,marker,9,9,25807.155928066415
moving,moving_frame_000144,marker,9,9,37423.84339464669
