frame_index,source_name,time_s,sharpness,center_x,center_y,area_fraction,angle_deg,top_bottom_log_ratio,left_right_log_ratio,selected_for_calibration,view_reprojection_rmse_px
220,,7.333333333333333,178.74512606416366,531.0724620819092,1080.171536763509,0.09322574835331007,-81.27474413794569,0.0013084317859400744,0.01359867986770851,False,
230,,7.666666666666667,61.88354457136573,557.6613190968832,1119.1782697041829,0.09371086966381376,-82.48191059234584,0.009525937707259175,0.0354644655929748,False,
240,,8.0,168.98565965749555,556.2675507863363,1148.863670349121,0.09362219059590036,-84.53194894445055,0.018837093065998785,0.0616845914180549,True,0.21595498919487
250,,8.333333333333334,73.31517042046717,566.9710858662924,1134.2013155619304,0.09328512826231698,-88.16186364033098,0.02873494718919475,0.08079006974904362,False,
260,,8.666666666666666,144.49524020146586,523.4064496358236,1146.8369738260906,0.09175826202014664,84.58987601782185,-0.04540270286849441,-0.10202635052106956,True,0.30490779876708984
270,,9.0,50.24555697194934,586.1469662984213,1114.215035756429,0.09883299589156745,-92.94111312337172,0.04944406241137843,0.12231738430376476,False,
280,,9.333333333333334,92.95949602974332,605.5083192189535,1086.725700378418,0.10626888763931304,-93.46146951381846,0.0552623757304098,0.13723736657776614,True,0.593546450138092
290,,9.666666666666666,133.04189117059633,607.1207122802734,1102.9275194803874,0.10816930621518285,-93.6128199504478,0.05764983774819622,0.15082700845303845,False,
300,,10.0,135.17116754424106,624.35751024882,1101.9062410990398,0.10902495345733544,-93.98777161542795,0.056452390851936686,0.1577903691181541,False,
310,,10.333333333333334,165.6056813181051,615.2161795298258,1120.2347145080566,0.10948479342884065,-93.75023247935532,0.0538852324035093,0.16617364910880647,False,
320,,10.666666666666666,93.84857173937303,638.0620892842611,1124.0904528299968,0.11092471535389012,-93.56575502087533,0.04362939947807942,0.1778160743551348,True,0.5285088419914246
330,,11.0,59.42788524748958,681.2984174092611,1104.212568918864,0.11142350280129994,-93.33428701646514,0.027480614308844856,0.18858860609709,True,0.5373808145523071
340,,11.333333333333334,56.471267936454005,669.0775477091471,1089.972432454427,0.10740995919972776,-91.83953423121166,0.012063862483998768,0.206021412090255,False,
350,,11.666666666666666,77.27227917537324,582.3369153340658,1048.5987637837727,0.10265922379239109,-88.66575810256613,0.008969537974027594,0.21897141575281798,True,0.5666376948356628
360,,12.0,231.30960215673014,545.6446704864502,1040.594877878825,0.0957735571729072,-86.35308972439171,0.004798807533456379,0.2321982828447531,True,0.5412305593490601
370,,12.333333333333334,202.45025599527375,532.7412204742432,1033.8143501281738,0.09345140176394776,-84.72797391089416,0.003047624512286004,0.2434867590834359,False,
380,,12.666666666666666,135.58594380540364,515.6521600087484,1081.4240646362305,0.0933451166081876,-82.908198153887,0.004069649560259049,0.25642889586867706,True,0.5423699617385864
390,,13.0,177.30261705342213,537.5130373636881,1117.6088002522786,0.09266727244940817,-82.31955883951368,-0.0019021041959182612,0.26638219343883257,True,0.5711547136306763
400,,13.333333333333334,138.37102529594344,560.8922761281332,1139.6599922180176,0.09203548183285251,-81.53900966818124,-0.007120969550567207,0.27640731183290684,False,
410,,13.666666666666666,153.4630847544729,569.8731327056885,1124.3613535563152,0.09067523040916126,-80.00539242493096,-0.010326757336700168,0.28545415605165464,False,
420,,14.0,232.34893131592136,568.9649868011475,1139.6922518412273,0.08974037164168912,-78.16689508739162,-0.011198919487885551,0.293217406202404,True,0.6328022480010986
430,,14.333333333333334,101.2875787673041,593.6204687754313,1158.9833679199219,0.08844539402455812,-77.29572201620923,-0.017704498987727246,0.29748889392494815,False,
440,,14.666666666666666,168.06600525959513,618.2693869272867,1167.7213948567708,0.08920742559682918,-76.50687476119482,-0.023820697610329802,0.304462358257883,False,
450,,15.0,188.54840484367506,632.8881282806396,1176.7732315063477,0.08866819723427016,-75.81199447675085,-0.02622576668927819,0.30589805695349376,True,0.6448023319244385
460,,15.333333333333334,192.3993236490942,629.4192288716634,1185.9943186442058,0.08942424880851854,-74.79408238458046,-0.025054088631319384,0.30683093635278286,False,
470,,15.666666666666666,224.03181434334593,626.6933377583822,1185.514284769694,0.08947827709663496,-74.2481694349276,-0.02374238370156482,0.3061488086367837,False,
480,,16.0,205.26968786531322,613.0632692972819,1173.3520851135254,0.08928279430554449,-73.82208534540942,-0.0216743749605843,0.3024957534734512,False,
490,,16.333333333333332,203.05034314140508,610.1182384490967,1153.5499483744304,0.08870780362391986,-74.58763843511176,-0.021100356382976693,0.29220778454085367,True,0.6306398510932922
500,,16.666666666666668,135.42190812565676,613.1813437143961,1161.552577972412,0.09138355344206053,-76.41277487420324,-0.019528257727880666,0.2786838049545941,False,
510,,17.0,69.95495486712007,612.1303278605143,1142.958819071452,0.0950845748501614,-78.2935985685759,-0.012423039225717657,0.2580486455815802,True,0.620236337184906
520,,17.333333333333332,118.21088242607217,589.8052673339844,1136.2551155090332,0.09516698292453513,-79.41002445093399,-0.004798968709893377,0.23420991251166043,False,
530,,17.666666666666668,119.44880387731928,573.5821081797282,1069.4881922403972,0.09386464013653348,-80.80014435170938,0.0075787835562234835,0.20130748481766633,True,0.4730176627635956
540,,18.0,112.37318086157751,548.1864528656006,981.1127497355143,0.09238342081309293,-81.8306570545157,0.019496642911915153,0.1668519107225169,True,0.4506892263889313
550,,18.333333333333332,75.73374755800421,503.2762851715088,876.6088091532389,0.0913535451055173,-82.67278328286467,0.03503600852211895,0.12891283525146763,True,0.4264659881591797
560,,18.666666666666668,96.76552449241008,471.9398593902588,756.6515267690023,0.09270659981056932,-84.14548572303315,0.04777380384062081,0.09233666362715565,True,0.4359326958656311
570,,19.0,71.96016795947698,428.0740254720052,735.7698529561361,0.0933606169554897,-85.99363232357449,0.054087876855902356,0.07023660993656139,True,0.408223956823349
580,,19.333333333333332,128.90631280930427,387.8970775604248,715.5260670979818,0.09156662128678318,-88.64198054223691,0.06133328618880705,0.045219781778838085,True,0.47475776076316833
590,,19.666666666666668,199.44123184600895,393.0772279103597,665.7130235036215,0.09033367389038692,-91.53859165435654,0.06460153633054846,0.023005487654125665,False,
600,,20.0,136.82715604347615,390.3830105463664,621.1046504974365,0.0914958277661465,-94.3903880543084,0.06672219990763274,0.0034668074856577407,True,0.336026668548584
610,,20.333333333333332,158.5019978782729,391.3269395828247,643.2256056467692,0.09039275541373598,-96.82933508936341,0.06686599772018184,-0.01053900931928745,False,
620,,20.666666666666668,101.9250967386922,394.31201044718426,601.2216707865397,0.09236604734500349,-98.94160463019112,0.06981494039967776,-0.030734472692443244,False,
630,,21.0,89.40435968211898,389.6461572647095,593.512103398641,0.09218728402937061,-100.31755773826154,0.0702684713460222,-0.045800797307767795,True,0.30485084652900696
640,,21.333333333333332,187.99043502668928,396.73572063446045,640.4824434916178,0.08762074172714435,-100.95602621775792,0.06844278086260012,-0.05848387952110937,False,
650,,21.666666666666668,180.2326350983097,384.87671184539795,628.4866243998209,0.09067242402956029,-101.15466265098264,0.07027212426161174,-0.07682808457558415,False,
660,,22.0,96.60075509345103,404.16631031036377,661.1651439666748,0.08980552279283736,-100.61971038931628,0.06922444363766353,-0.08682223385646139,True,0.2595447897911072
670,,22.333333333333332,139.40141750522602,424.1392701466878,659.3301156361898,0.09085580087212765,-100.09382868658653,0.06896631713105737,-0.10291731384375326,False,
680,,22.666666666666668,92.68847055577292,442.24372323354083,661.0655460357666,0.09287533164377675,-99.80485889152273,0.06796892053875585,-0.11630997694500843,True,0.3113180696964264
700,,23.333333333333332,84.86428696636746,517.3105462392172,738.7501754760742,0.09851934782950313,-99.85328875246768,0.0624236696192546,-0.14817538312465708,True,0.45059439539909363
710,,23.666666666666668,138.39048710309882,522.8921489715576,719.9036337534586,0.11429225203766152,-100.69631956420594,0.06358010081851959,-0.1696428784340661,False,
720,,24.0,138.44384364287018,522.3943796157837,723.0093040466309,0.12209208025735291,-101.58818865888595,0.0628560078063929,-0.18441658257125967,True,0.5123174786567688
730,,24.333333333333332,91.427437703249,552.0670223236084,721.7475051879883,0.12432825740733403,-101.64620262709114,0.058858448369661594,-0.19359718151839456,True,0.5343641638755798
740,,24.666666666666668,163.01585234940612,573.1924273173014,717.5898710886637,0.1266301858858819,-101.67074323687144,0.05605790707002602,-0.19910883225549802,False,
750,,25.0,188.65331984643214,578.666582107544,721.558952331543,0.12944600604058468,-101.95152249242562,0.0543272503502239,-0.2022365168137426,False,
760,,25.333333333333332,208.83581023593985,595.5215377807617,743.7510789235433,0.12757618575171073,-101.94221389503242,0.051286798350007226,-0.19895102490164812,True,0.5675879120826721
770,,25.666666666666668,191.89690467518832,596.3502044677734,768.4280522664388,0.12685525681578938,-102.3619708270701,0.05062397273723793,-0.1944676068898638,False,
780,,26.0,23.711385029467028,622.6972268422445,821.5943851470947,0.126088166835607,-102.60757111446718,0.059254879355449964,-0.17668440268327157,False,
790,,26.333333333333332,172.04785619551902,628.8472811381022,896.3518104553223,0.13142004470690377,-103.19163690064505,0.04411644837451534,-0.1584062621455166,True,0.47140616178512573
800,,26.666666666666668,155.00117892952005,573.3771947224935,914.6924540201823,0.1413099501498405,-103.34176712281977,0.04426440952728406,-0.1406126536688665,True,0.3725968599319458
810,,27.0,124.69745153808596,520.1375153859457,919.0653750101725,0.14855077493598884,-102.57189936880368,0.040669112639217346,-0.11522042466274286,True,0.3307541012763977
820,,27.333333333333332,129.69178361154127,530.7353938420614,926.1388168334961,0.14605978161256217,-100.55570916918902,0.03200011988022158,-0.0854652806063868,False,
830,,27.666666666666668,118.61029223104107,577.6555182139078,874.4985135396322,0.14255282632829883,-97.89040434352951,0.023406977420029312,-0.06213038202683359,True,0.2515087425708771
840,,28.0,164.12278091707913,632.1456673940023,808.7387199401855,0.13636086364723685,-95.07830406911195,0.013486934279632596,-0.03971645801292106,False,
850,,28.333333333333332,90.52367934852428,628.6701049804688,838.5827458699545,0.1310476964280544,-92.2277958359073,0.0039047928656555215,-0.018381600112178157,True,0.31767868995666504
860,,28.666666666666668,218.48015822271506,595.3987331390381,909.6888186136881,0.12900735329884438,-88.90958903468774,-0.012557743957961368,0.0012058241861108187,True,0.3149818480014801
870,,29.0,125.7340206633453,575.8303985595703,966.5588696797689,0.12482935077469005,-86.23723203974855,-0.03357604855003061,0.01848030285939424,True,0.34844499826431274
880,,29.333333333333332,248.98936787168986,583.537680943807,971.6960245768229,0.12067980549391377,-85.15854962433087,-0.052421842218516576,0.029353168903792214,False,
890,,29.666666666666668,167.89672954305377,598.3785031636556,957.059315999349,0.12062524387917856,-85.40410993695518,-0.0694227428654055,0.0362792052485212,True,0.27971744537353516
900,,30.0,217.15332735553832,621.2125924428304,959.573195139567,0.12892381814610776,-86.38891585314903,-0.087662080190716,0.04387810660399098,False,
910,,30.333333333333332,162.03587365111866,625.5319309234619,945.0863418579102,0.1391465639505524,-87.5791710784179,-0.10140551831620896,0.047025092434265295,True,0.39272505044937134
920,,30.666666666666668,161.43471913525508,635.4543183644613,932.9395764668783,0.14513286348452334,-88.63541970036823,-0.11324223261182624,0.04748878527855047,False,
930,,31.0,183.89591989553853,637.6848093668619,923.674072265625,0.14789819501227566,-89.41462699936932,-0.12376251330538468,0.04697040141856413,True,0.42382583022117615
940,,31.333333333333332,124.77314465525083,666.6020043691,900.7297668457031,0.15266089330758226,-90.02788821821886,-0.13413687608772049,0.04500800524747444,True,0.482311874628067
950,,31.666666666666668,130.33756525290653,654.7061780293783,897.2086054484049,0.15471734062924547,-90.28848865897581,-0.13959223632658763,0.04469097081616851,False,
960,,32.0,149.5126949708747,646.8403307596842,902.0556602478027,0.1569413113565908,-90.45429037581933,-0.14454491453007395,0.04345413437688453,False,
970,,32.333333333333336,175.30574112103537,634.0330225626627,909.7147267659506,0.16027223230791773,-90.3901683738257,-0.15169442647278306,0.04463526940454953,True,0.5128714442253113
980,,32.666666666666664,196.74053738610667,655.8230717976888,921.0573679606119,0.1647143603892255,-90.38123457437665,-0.15867043978838147,0.04712599768708151,False,
990,,33.0,137.6929071897951,641.9726937611898,938.444985707601,0.1639897622617058,-90.07807625091819,-0.16240500100888516,0.04843155382927748,False,
1000,,33.333333333333336,217.3329948530078,613.6227696736654,959.7591883341471,0.1613912055073421,-89.58577168126882,-0.16616721402014634,0.05108945003573179,True,0.5591278076171875
1010,,33.666666666666664,204.22028699614725,600.3520336151123,956.4065335591634,0.16390998029680853,-89.08577997665296,-0.17240159014410822,0.05039996535224409,False,
1020,,34.0,97.34820083893908,610.8436749776205,946.3217887878418,0.16616117518426085,-88.66038747243806,-0.1798202545672554,0.050405667696222824,False,
1030,,34.333333333333336,131.00391348952297,603.5491714477539,958.3596445719401,0.1680583733018248,-88.05997498335594,-0.18541386695436468,0.05087738715512477,False,
1040,,34.666666666666664,141.13961317864664,577.9895610809326,961.997397104899,0.1690613409190377,-87.45068081374258,-0.18921957908950948,0.05006966157136236,False,
1050,,35.0,171.0045519357826,560.9817072550455,944.9273700714111,0.1731025252041869,-86.94039643826626,-0.19517396036820542,0.04517407456251955,False,
1060,,35.333333333333336,185.30406733456618,572.2310848236084,933.1709276835123,0.17823867842606517,-86.63465944951358,-0.20084304141304507,0.04143996292945524,False,
1070,,35.666666666666664,201.2313559082274,579.523297627767,935.6236985524496,0.18155648612089212,-86.1906665797618,-0.20421439182511295,0.041673037850580255,False,
1080,,36.0,197.75340860181387,573.6166909535726,934.8797372182211,0.1810155042366135,-85.43243967899825,-0.20302231065538806,0.040616963620173606,True,0.7565587162971497
1090,,36.333333333333336,207.6800734725008,554.0598640441895,930.3787778218588,0.17819454456752462,-84.26636367631325,-0.19863597983538733,0.04010740023797648,False,
1100,,36.666666666666664,168.0678139496705,551.4148445129395,947.6080169677734,0.174069008191845,-82.71560299977307,-0.19035055729824255,0.04686828574353533,True,0.712420642375946
1110,,37.0,49.525131827909135,539.1500053405762,960.5829366048177,0.1628180223575085,-80.7715059064976,-0.1665703579894053,0.05222284701977957,False,
1120,,37.333333333333336,62.90826664288219,539.9674698511759,930.4431126912435,0.1479626446249892,-77.72517961727378,-0.14086278596555843,0.06602309082243381,True,0.7900314927101135
1130,,37.666666666666664,56.385232734089236,539.5393002827963,972.2459932963053,0.12720004096523396,-74.63565500772042,-0.11049411863133574,0.10106552618016096,True,0.6754517555236816
1140,,38.0,242.01080200671902,534.335776646932,1001.0116081237793,0.11140384230551852,-71.87783196124805,-0.09055937689621109,0.12411785788305398,True,0.5070384740829468
1150,,38.333333333333336,235.675913328549,503.50794410705566,1035.5455729166667,0.10141068125985503,-69.54204854165319,-0.07420167774165874,0.14443126642489368,False,
1160,,38.666666666666664,218.5834793952904,487.5566101074219,1050.3897247314453,0.09699837356244542,-67.94616380629411,-0.06281075374116069,0.16035701848946443,True,0.5246628522872925
1170,,39.0,195.73540580167696,512.5850257873535,1059.2441876729329,0.09612236655275298,-67.53635193264286,-0.05870629542330693,0.17123411624352877,False,
1180,,39.333333333333336,237.82028994087406,525.1469278335571,1077.6547152201335,0.09582238149907156,-67.49372454462873,-0.055152014996565295,0.18052637055627743,False,
1190,,39.666666666666664,219.68142624642348,524.9489603042603,1084.7553405761719,0.09496183416270165,-67.58354268327507,-0.05188447541044148,0.18601125474402733,True,0.5168514251708984
1200,,40.0,168.03744944077724,519.4020137786865,1096.111515045166,0.09646072460956256,-68.89619970479498,-0.046251392826656086,0.19376541439803008,False,
1210,,40.333333333333336,71.61258780045696,544.7479979197184,1168.197696685791,0.10929111694011541,-74.18130749111407,-0.04126581699250189,0.21476447205947097,True,0.5411336421966553
1220,,40.666666666666664,21.73400270572119,571.3268165588379,1302.5307846069336,0.13081437880568833,-82.60537784409583,-0.027766662583198203,0.228986259749116,False,
1230,,41.0,38.6156326389872,625.5993830362955,1397.01207224528,0.1412077959232574,-92.74341848589738,0.003140865966636234,0.22038212336760452,False,
1280,,42.666666666666664,178.76364149396656,580.9138749440511,1058.200948079427,0.07276939193311849,-124.51130432056127,0.06786193849053733,0.1233997946549019,True,0.4670475721359253
1290,,43.0,210.88500519513303,539.7496789296468,1045.837417602539,0.07089990111472336,-125.77712208682665,0.0726507683169159,0.116787568715523,False,
1300,,43.333333333333336,258.41670192420395,527.4065170288086,1055.329647064209,0.07054282159699524,-126.4877693580156,0.07590969404843573,0.1159287509883401,True,0.47304046154022217
1310,,43.666666666666664,94.2967164676114,527.6136884689331,1060.3924090067546,0.06956884142091799,-126.85562313770691,0.07525609996796156,0.11806012804480433,False,
1320,,44.0,275.32492952422035,526.0511649449667,1059.697701772054,0.0682711674013386,-127.05686882139007,0.07605999082902627,0.11717819580538205,False,
1330,,44.333333333333336,188.26534956169428,522.5294287999471,1075.894121805827,0.06774345023436121,-126.89848890577632,0.07623402854549495,0.11630487401723101,False,
1340,,44.666666666666664,150.69282553170012,509.3600778579712,1074.31947072347,0.06897402030832359,-126.45854743538547,0.0795249583044453,0.11493153390042135,False,
1360,,45.333333333333336,99.38045746131304,524.8183240890503,1088.2649790445964,0.0802526290472768,-125.743714954271,0.08296018802746703,0.09414024857585451,True,0.43378615379333496
1380,,46.0,136.38557581789368,506.8269608815511,966.4432932535807,0.07857740254472177,-126.65302172628273,0.05481567112844988,0.011200737870175207,True,0.3484657108783722
1390,,46.333333333333336,220.13811549799576,484.4574114481608,972.9093449910482,0.08020381330357267,-128.17107986612567,0.04040323862445043,-0.029819303940496516,True,0.4120332598686218
1400,,46.666666666666664,133.35928880070034,439.4921655654907,982.436513264974,0.07722302875683904,-131.74790540593418,0.025112439343141283,-0.070306462302821,True,0.36775296926498413
1410,,47.0,116.10567076771746,451.8083397547404,979.8460337320963,0.07010387673330137,-136.85142795999388,0.005825700027586289,-0.10647545489098575,True,0.4644191861152649
1420,,47.333333333333336,170.8591320037423,501.4808400472005,979.9017130533854,0.07115323823175447,-140.99590989649022,-0.005713598944528891,-0.1289290046830945,True,0.3489890396595001
1430,,47.666666666666664,56.51294429271918,509.68107382456463,963.272590637207,0.07304116543451843,-144.6390946965494,-0.018701987584145284,-0.15636820758263753,False,
1440,,48.0,101.1394119616677,519.6088851292928,963.7255007425944,0.07239953140998284,-146.28902426657453,-0.015431209508863366,-0.17698597707913538,True,0.5259226560592651
1450,,48.333333333333336,122.56973088345096,546.2765935262045,918.0625025431315,0.07801233133700598,-146.0388984149684,-0.016662939565866442,-0.20817771635366478,True,0.5611480474472046
1460,,48.666666666666664,271.1229931222064,570.5968176523844,903.8127784729004,0.08637201137151553,-145.32877254022344,-0.014980600466292546,-0.23935586785438648,True,0.6179229617118835
1470,,49.0,208.89190960867361,531.1780614852905,900.1147982279459,0.09223330548347758,-145.64460165427008,-0.002088597894352904,-0.26512583953553603,True,0.6828052997589111
1480,,49.333333333333336,142.37050285479324,536.2327054341634,874.1953976949056,0.09722419346575946,-144.56469474672255,0.0032957078006695235,-0.2895387998207586,False,
1490,,49.666666666666664,211.13931542133986,553.5498647689819,856.1274490356445,0.10129923774744766,-143.34143496154496,0.005630302081549981,-0.30652559413020186,False,
1500,,50.0,211.00540721906975,547.6796731948853,850.5969988505045,0.10465887556737236,-143.15656272278702,0.011619158763140885,-0.31920463229822,True,0.776337206363678
1510,,50.333333333333336,183.26843579501255,556.8454723358154,835.5513960520426,0.10864859163158795,-142.38645854713485,0.009122042626779629,-0.32562233984497313,False,
1520,,50.666666666666664,172.38114162856274,600.272715250651,842.5308698018392,0.10807646219841253,-141.4503989844959,0.004231678078918088,-0.32599053471688866,True,0.7997153997421265
1530,,51.0,149.69376215921386,619.7736768722534,833.8275852203369,0.1102275345129161,-140.82808161181143,-0.0029152921315916706,-0.3222036577634628,False,
1540,,51.333333333333336,155.89991162219644,615.5717992782593,841.4764633178711,0.11275233144517592,-141.10267918710647,-0.003714395941919434,-0.3188247491835968,False,
1550,,51.666666666666664,179.91635183758368,620.3710381189982,843.5762856801351,0.11425978341476703,-140.75987869293775,-0.010262561883422646,-0.31168478142657263,True,0.7646176815032959
1560,,52.0,186.34303571645296,638.8297751744589,861.1838226318359,0.11237213516454883,-140.39729603113892,-0.017374420895044297,-0.2974333360186226,False,
1570,,52.333333333333336,59.65562591676183,633.1913146972656,863.7622610727946,0.11116625320191681,-139.76264183328095,-0.025647375858568393,-0.27911621147683857,False,
1600,,53.333333333333336,103.63112900356985,549.8755582173666,791.0128396352133,0.09404831496525619,-139.01498594695622,-0.0017345023445887774,-0.13815142279197373,True,1.0115227699279785
1630,,54.333333333333336,110.78743615230788,540.803513844808,1017.1423085530599,0.052777449194147244,11.853600173137487,-0.04956943509688523,0.015229025078820273,True,0.31971418857574463
1640,,54.666666666666664,208.06741871766357,509.4861539204915,1076.3977864583333,0.04784656521393724,6.728502466228145,-0.06061748517645294,0.007988374203880362,True,0.21348696947097778
